date,sta,flight_no,origin,origin_code,airline_name,aircraft_type,tail_reg,tail_reg_updated,match_strategy,matched_dep_flight,matched_dep_tail,matched_turnaround_min,icao_cat,cbp_flag,gate
31-Mar-26,14:55,FR6841,Naples�(NAP),NAP,Ryanair,B738,EI-DPN,EI-DPN,exact_tail_25min_5hr,FR1452,EI-DPN,90,C,FALSE,
31-Mar-26,15:00,FR5556,Tenerife�(TFS),TFS,Ryanair,B738,SP-RNS,SP-RNS,exact_tail_25min_5hr,FR204,SP-RNS,45,C,FALSE,
31-Mar-26,15:05,BA4464,London�(LCY),LCY,British Airways,E190,G-LCAE,G-LCAE,exact_tail_25min_5hr,BA4467,G-LCAE,40,C,FALSE,
31-Mar-26,15:05,FR95,Gran Canaria�(LPA),LPA,Ryanair,B38M,EI-HEN,EI-HEN,exact_tail_25min_5hr,FR7121,EI-HEN,30,C,FALSE,
31-Mar-26,15:25,AF1816,Paris�(CDG),CDG,Air France,BCS3,F-HZUN,F-HZUN,exact_tail_25min_5hr,AF1817,F-HZUN,55,C,FALSE,
31-Mar-26,15:25,EI477,Dubrovnik�(DBV),DBV,Aer Lingus,A320,EI-DEK,EI-DEK,exact_tail_25min_5hr,EI736,EI-DEK,60,C,FALSE,
31-Mar-26,15:25,EI441,Athens�(ATH),ATH,Aer Lingus,A320,EI-DVK,EI-DVK,exact_tail_25min_5hr,EI574,EI-DVK,50,C,FALSE,
31-Mar-26,15:30,EI209,Manchester�(MAN),MAN,Aer Lingus,A320,EI-GAM,EI-GAM,exact_tail_25min_5hr,EI496,EI-GAM,50,C,FALSE,
31-Mar-26,15:35,FR507,Bristol�(BRS),BRS,Ryanair,B738,SP-RKD,SP-RKD,exact_tail_25min_5hr,FR5306,SP-RKD,65,C,FALSE,
31-Mar-26,15:35,FR3007,Amsterdam�(AMS),AMS,Ryanair,B738,EI-DPP,EI-DPP,exact_tail_25min_5hr,FR120,EI-DPP,50,C,FALSE,
31-Mar-26,15:35,FR5404,Murcia�(RMU),RMU,Ryanair,B38M,EI-IHY,EI-IHY,exact_tail_25min_5hr,FR808,EI-IHY,50,C,FALSE,
31-Mar-26,15:35,FR7047,Malaga�(AGP),AGP,Ryanair,B38M,EI-ILC,EI-ILC,exact_tail_25min_5hr,FR5203,EI-ILC,105,C,FALSE,
31-Mar-26,15:40,FR153,Leeds�(LBA),LBA,Ryanair,B38M,9H-VUW,9H-VUW,exact_tail_25min_5hr,FR562,9H-VUW,70,C,FALSE,
31-Mar-26,15:40,FR1115,Reus�(REU),REU,Ryanair,B738,9H-QCT,9H-QCT,exact_tail_25min_5hr,FR4224,9H-QCT,70,C,FALSE,
31-Mar-26,15:45,EI165,London�(LHR),LHR,Aer Lingus,A320,EI-FNJ,EI-FNJ,exact_tail_25min_5hr,EI610,EI-FNJ,155,C,FALSE,
31-Mar-26,16:00,TK1977,Istanbul�(IST),IST,Turkish Airlines,B738,TC-JHV,TC-JHV,exact_tail_25min_5hr,TK1978,TC-JHV,65,C,FALSE,
31-Mar-26,16:05,BA4466,London�(LCY),LCY,British Airways,E190,G-LCYS,G-LCYS,exact_tail_25min_5hr,BA4469,G-LCYS,40,C,FALSE,
31-Mar-26,16:05,FR8911,Zagreb�(ZAG),ZAG,Lauda Europe,A320,9H-LAX,9H-LAX,exact_tail_25min_5hr,FR8912,9H-LAX,25,C,FALSE,
31-Mar-26,16:15,FR7327,Prague�(PRG),PRG,Ryanair,B738,SP-RSF,SP-RSF,exact_tail_25min_5hr,FR7326,SP-RSF,25,C,FALSE,
31-Mar-26,16:25,FR561,Manchester�(MAN),MAN,Ryanair,B38M,EI-ILJ,EI-ILJ,exact_tail_25min_5hr,FR3880,EI-ILJ,55,C,FALSE,
31-Mar-26,16:25,FR1455,Milan�(MXP),MXP,Ryanair,B738,9H-QDI,9H-QDI,exact_tail_25min_5hr,FR3977,9H-QDI,50,C,FALSE,
31-Mar-26,16:25,FR7035,Faro�(FAO),FAO,Ryanair,B738,EI-DPL,EI-DPL,exact_tail_25min_5hr,FR7034,EI-DPL,35,C,FALSE,
31-Mar-26,16:28,,Katowice�(KTW),KTW,Ryanair,CL35,M-ASBA,M-ASBA,exact_tail_25min_5hr,,M-ASBA,92,C,FALSE,
31-Mar-26,16:30,FR1024,Budapest�(BUD),BUD,Ryanair,B38M,EI-IFS,EI-IFS,exact_tail_5min_8hr,FR943,EI-IFS,15,C,FALSE,
31-Mar-26,16:35,EI161,London�(LHR),LHR,Aer Lingus,A20N,EI-NSA,EI-NSA,exact_tail_25min_5hr,EI176,EI-NSA,55,C,FALSE,
31-Mar-26,16:40,EI777,Lanzarote�(ACE),ACE,Aer Lingus,A320,EI-DVI,EI-DVI,exact_tail_25min_5hr,EI336,EI-DVI,70,C,FALSE,
31-Mar-26,16:40,KL1141,Amsterdam�(AMS),AMS,KLM,E190,PH-EZL,PH-EZL,exact_tail_25min_5hr,KL1142,PH-EZL,40,C,FALSE,
31-Mar-26,16:44,FX5201,Liege�(LGG),LGG,FedEx,B763,N107FE,N107FE,exact_tail_25min_5hr,FX5201,N107FE,111,D,FALSE,
31-Mar-26,16:45,EA3257,Edinburgh�(EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,EI-FAT,exact_tail_25min_5hr,EA3258,EI-FAT,105,B,FALSE,
31-Mar-26,16:50,FR3976,Barcelona�(BCN),BCN,Ryanair,B738,9H-QCA,9H-QCA,exact_tail_25min_5hr,FR126,9H-QCA,105,C,FALSE,
31-Mar-26,16:50,LH980,Frankfurt�(FRA),FRA,Lufthansa,A321,D-AISH,D-AISH,exact_tail_25min_5hr,LH981,D-AISH,45,C,FALSE,
31-Mar-26,16:55,VL2518,Munich�(MUC),MUC,Lufthansa City,A20N,D-AIIC,D-AIIC,exact_tail_25min_5hr,VL2519,D-AIIC,50,C,FALSE,
31-Mar-26,17:00,FR4410,Rhodes�(RHO),RHO,Ryanair,B738,SP-RND,SP-RND,exact_tail_25min_5hr,FR7134,SP-RND,50,C,FALSE,
31-Mar-26,17:05,FR5150,Glasgow�(GLA),GLA,Ryanair,B38M,EI-IHC,EI-IHC,exact_tail_25min_5hr,FR7312,EI-IHC,50,C,FALSE,
31-Mar-26,17:15,AY1385,Helsinki�(HEL),HEL,Finnair,A319,OH-LVH,OH-LVH,exact_tail_25min_5hr,AY1386,OH-LVH,45,C,FALSE,
31-Mar-26,17:15,EI167,London�(LHR),LHR,Aer Lingus,A20N,EI-NSD,EI-NSD,exact_tail_25min_5hr,EI486,EI-NSD,85,C,FALSE,
31-Mar-26,17:15,EI3225,Glasgow�(GLA),GLA,Aer Lingus Regional,AT76,EI-HPJ,EI-HPJ,exact_tail_25min_5hr,EA3308,EI-HPJ,35,B,FALSE,
31-Mar-26,17:20,EA3331,Exeter�(EXT),EXT,Aer Lingus Regional,AT76,EI-GZV,EI-GZV,exact_tail_25min_5hr,EA3228,EI-GZV,30,B,FALSE,
31-Mar-26,17:25,FR665,Birmingham�(BHX),BHX,Ryanair,B38M,9H-VVJ,9H-VVJ,exact_tail_25min_5hr,FR5021,9H-VVJ,25,C,FALSE,
31-Mar-26,17:25,FR7241,Madrid�(MAD),MAD,Ryanair,B738,EI-EBY,EI-EBY,exact_tail_25min_5hr,FR9977,EI-EBY,45,C,FALSE,
31-Mar-26,17:30,FR339,London�(LTN),LTN,Ryanair,B738,SP-RKM,SP-RKM,exact_tail_25min_5hr,FR3102,SP-RKM,30,C,FALSE,
31-Mar-26,17:35,FR4267,Verona�(VRN),VRN,Ryanair,B738,9H-QEK,9H-QEK,exact_tail_25min_5hr,FR122,9H-QEK,25,C,FALSE,
31-Mar-26,17:40,EI609,Amsterdam�(AMS),AMS,Aer Lingus,A320,EI-DEP,EI-DEP,exact_tail_overnight_5hr_16hr,EI342,EI-DEP,810,C,FALSE,
31-Mar-26,17:40,FR289,London�(STN),STN,Ryanair,B38M,EI-HMW,EI-HMW,exact_tail_25min_5hr,FR8134,EI-HMW,25,C,FALSE,
31-Mar-26,17:40,FR441,Liverpool�(LPL),LPL,Ryanair,B38M,EI-IHN,EI-IHN,exact_tail_25min_5hr,FR290,EI-IHN,25,C,FALSE,
31-Mar-26,17:40,FR1975,Poznan�(POZ),POZ,Ryanair,B738,EI-GJT,EI-GJT,exact_tail_25min_5hr,FR20,EI-GJT,50,C,FALSE,
31-Mar-26,17:45,EI405,Rome�(FCO),FCO,Aer Lingus,A320,EI-DEL,EI-DEL,exact_tail_overnight_5hr_16hr,EI650,EI-DEL,795,C,FALSE,
31-Mar-26,17:50,EI527,Paris�(CDG),CDG,Aer Lingus,A320,EI-EDS,EI-EDS,exact_tail_25min_5hr,EI564,EI-EDS,65,C,FALSE,
31-Mar-26,17:50,LX404,Zurich�(ZRH),ZRH,airBaltic,BCS3,YL-BTB,YL-BTB,exact_tail_25min_5hr,LX405,YL-BTB,45,C,FALSE,
31-Mar-26,17:54,5X207,Louisville�(SDF),SDF,UPS,B763,N327UP,N327UP,exact_tail_25min_5hr,5X207,N327UP,121,D,FALSE,
31-Mar-26,17:55,EI545,Nice�(NCE),NCE,Aer Lingus,A320,EI-GAL,EI-GAL,exact_tail_25min_5hr,EI276,EI-GAL,55,C,FALSE,
31-Mar-26,17:55,FR1993,La Rochelle�(LRH),LRH,Ryanair,B738,EI-GXK,EI-GXK,exact_tail_25min_5hr,FR8107,EI-GXK,25,C,FALSE,
31-Mar-26,17:55,TK6425,Istanbul�(IST),IST,Turkish Airlines,33X,,,flight_number_mirror,TK6425,,60,C,FALSE,
31-Mar-26,18:05,EI515,Marseille�(MRS),MRS,Aer Lingus,A320,EI-DEM,EI-DEM,exact_tail_overnight_5hr_16hr,EI680,EI-DEM,730,C,FALSE,
31-Mar-26,18:05,EI553,Lyon�(LYS),LYS,Aer Lingus,A21N,EI-LRF,EI-LRF,exact_tail_25min_5hr,EI109,EI-LRF,100,C,FALSE,
31-Mar-26,18:05,TP1324,Lisbon�(LIS),LIS,TAP Express,E190,CS-TPO,CS-TPO,exact_tail_25min_5hr,TP1325,CS-TPO,45,C,FALSE,
31-Mar-26,18:10,EA3217,Isle of Man�(IOM),IOM,Aer Lingus Regional,AT76,EI-HPK,EI-HPK,exact_tail_25min_5hr,EI3408,EI-HPK,40,B,FALSE,
31-Mar-26,18:10,FR1987,Nantes�(NTE),NTE,Ryanair,B38M,9H-VUZ,9H-VUZ,exact_tail_25min_5hr,FR7002,9H-VUZ,25,C,FALSE,
31-Mar-26,18:20,EI169,London�(LHR),LHR,Aer Lingus,A20N,EI-NSE,EI-NSE,exact_tail_25min_5hr,EI182,EI-NSE,40,C,FALSE,
31-Mar-26,18:20,FR4037,Milan�(BGY),BGY,Ryanair,B38M,9H-VVR,9H-VVR,exact_tail_25min_5hr,FR4038,9H-VVR,25,C,FALSE,
31-Mar-26,18:20,SK2537,Copenhagen�(CPH),CPH,SAS,A20N,EI-SIG,EI-SIG,exact_tail_25min_5hr,SK2538,EI-SIG,45,C,FALSE,
31-Mar-26,18:21,H5334,Poznan�(POZ),POZ,VistaJet,C56X,D-CXLS,D-CXLS,exact_tail_overnight_5hr_16hr,H5334,D-CXLS,839,C,FALSE,
31-Mar-26,18:25,AF1116,Paris�(CDG),CDG,Air France,BCS3,F-HZUA,F-HZUA,exact_tail_25min_5hr,AF1117,F-HZUA,50,C,FALSE,
31-Mar-26,18:30,FR9777,Nimes�(FNI),FNI,Ryanair,B738,SP-RKV,SP-RKV,exact_tail_25min_5hr,FR1860,SP-RKV,25,C,FALSE,
31-Mar-26,18:35,EI3327,Manchester�(MAN),MAN,Aer Lingus Regional,AT76,EI-HNA,EI-HNA,exact_tail_25min_5hr,EI3328,EI-HNA,35,B,FALSE,
31-Mar-26,18:35,EA3931,Newquay�(NQY),NQY,Aer Lingus Regional,AT76,EI-HDK,EI-HDK,exact_tail_25min_5hr,,EI-HDK,45,B,FALSE,
31-Mar-26,18:40,BA832,London�(LHR),LHR,British Airways,A320,G-EUYA,G-EUYA,exact_tail_25min_5hr,BA833,G-EUYA,50,C,FALSE,
31-Mar-26,18:40,BA4472,London�(LCY),LCY,British Airways,E190,G-LCAG,G-LCAG,exact_tail_25min_5hr,BA4473,G-LCAG,40,C,FALSE,
31-Mar-26,18:45,EI3243,Aberdeen�(ABZ),ABZ,Aer Lingus Regional,AT76,EI-GPO,EI-GPO,exact_tail_25min_5hr,EA3196,EI-GPO,45,B,FALSE,
31-Mar-26,18:45,FR119,London�(LGW),LGW,Ryanair,B38M,9H-VUQ,9H-VUQ,exact_tail_25min_5hr,FR142,9H-VUQ,40,C,FALSE,
31-Mar-26,18:45,FR509,Bristol�(BRS),BRS,Ryanair,B38M,EI-HGG,EI-HGG,exact_tail_25min_5hr,FR508,EI-HGG,25,C,FALSE,
31-Mar-26,18:45,FR7063,Alicante�(ALC),ALC,Ryanair,B738,SP-RKH,SP-RKH,exact_tail_25min_5hr,FR5563,SP-RKH,30,C,FALSE,
31-Mar-26,18:50,FR205,London�(STN),STN,Ryanair,B738,SP-RNS,SP-RNS,exact_tail_25min_5hr,FR3568,SP-RNS,25,C,FALSE,
31-Mar-26,18:55,FR5307,Kerry�(KIR),KIR,Ryanair,B738,SP-RKD,SP-RKD,exact_tail_25min_5hr,FR7072,SP-RKD,25,C,FALSE,
31-Mar-26,19:00,FR809,Edinburgh�(EDI),EDI,Ryanair,B38M,EI-IHY,EI-IHY,exact_tail_25min_5hr,FR7799,EI-IHY,25,C,FALSE,
31-Mar-26,19:10,FR3101,Amsterdam�(AMS),AMS,Ryanair,B38M,EI-HET,EI-HET,exact_tail_25min_5hr,FR632,EI-HET,25,C,FALSE,
31-Mar-26,19:10,FR5132,Basel�(BSL),BSL,Ryanair,B738,9H-QAD,9H-QAD,exact_tail_25min_5hr,FR4501,9H-QAD,25,C,FALSE,
31-Mar-26,19:15,EI749,Bilbao�(BIO),BIO,Aer Lingus,A320,EI-DVH,EI-DVH,exact_tail_overnight_5hr_16hr,EI352,EI-DVH,720,C,FALSE,
31-Mar-26,19:20,FR5419,Berlin�(BER),BER,Ryanair,B738,EI-EBV,EI-EBV,exact_tail_25min_5hr,FR5418,EI-EBV,25,C,FALSE,
31-Mar-26,19:30,BA4468,London�(LCY),LCY,British Airways,E190,G-LCAE,G-LCAE,exact_tail_25min_5hr,BA4471,G-LCAE,40,C,FALSE,
31-Mar-26,19:35,BA834,London�(LHR),LHR,British Airways,A21N,G-NEOV,G-NEOV,exact_tail_25min_5hr,BA835,G-NEOV,50,C,FALSE,
31-Mar-26,19:35,EI173,London�(LHR),LHR,Aer Lingus,A20N,EI-NSG,EI-NSG,exact_tail_overnight_5hr_16hr,EI154,EI-NSG,715,C,FALSE,
31-Mar-26,19:35,FR9176,Ibiza�(IBZ),IBZ,Ryanair,B738,SP-RSQ,SP-RSQ,exact_tail_25min_5hr,FR211,SP-RSQ,25,C,FALSE,
31-Mar-26,19:45,FR121,London�(LGW),LGW,Ryanair,B738,EI-DPP,EI-DPP,exact_tail_25min_5hr,FR666,EI-DPP,25,C,FALSE,
31-Mar-26,19:50,FR1557,Manchester�(MAN),MAN,Ryanair,B738,9H-QBZ,9H-QBZ,exact_tail_25min_5hr,FR1556,9H-QBZ,25,C,FALSE,
31-Mar-26,19:53,,Weeze�(NRN),NRN,Ryanair,B738,9H-QAL,9H-QAL,,,,,C,FALSE,
31-Mar-26,20:05,FR449,Liverpool�(LPL),LPL,Ryanair,B738,EI-DCL,EI-DCL,exact_tail_25min_5hr,FR448,EI-DCL,25,C,FALSE,
31-Mar-26,20:05,FR8131,Malaga�(AGP),AGP,Ryanair,B38M,EI-IJD,EI-IJD,exact_tail_25min_5hr,FR812,EI-IJD,25,C,FALSE,
31-Mar-26,20:05,EK163,Dubai�(DXB),DXB,Emirates,B77W,A6-EPH,A6-EPH,exact_tail_25min_5hr,EK164,A6-EPH,115,C,FALSE,
31-Mar-26,20:10,EI585,Malaga�(AGP),AGP,Aer Lingus,A320,EI-DVG,EI-DVG,exact_tail_overnight_5hr_16hr,EI332,EI-DVG,630,C,FALSE,
31-Mar-26,20:10,FR7133,Faro�(FAO),FAO,Ryanair,B738,EI-EVR,EI-EVR,exact_tail_25min_5hr,FR7132,EI-EVR,25,C,FALSE,
31-Mar-26,20:15,FR7355,Chania�(CHQ),CHQ,Ryanair,B738,EI-EKI,EI-EKI,exact_tail_25min_5hr,FR7787,EI-EKI,65,C,FALSE,
31-Mar-26,20:20,DN407,Bacau�(BCM),BCM,Dan Air,A320,YR-JUL,YR-JUL,exact_tail_25min_5hr,DN508,YR-JUL,45,C,FALSE,
31-Mar-26,20:20,FR2031,Krakow�(KRK),KRK,Ryanair,B38M,SP-RZO,SP-RZO,exact_tail_25min_5hr,FR2030,SP-RZO,25,C,FALSE,
31-Mar-26,20:26,,Glasgow�(GLA),GLA,Aer Lingus Regional,AT76,EI-GZV,EI-GZV,exact_tail_overnight_5hr_16hr,EI3390,EI-GZV,624,B,FALSE,
31-Mar-26,20:30,FR1453,Brussels�(BRU),BRU,Ryanair,B738,EI-DPN,EI-DPN,exact_tail_25min_5hr,FR556,EI-DPN,50,C,FALSE,
31-Mar-26,20:36,5X249,Shannon�(SNN),SNN,UPS,B763,N391UP,N391UP,exact_tail_25min_5hr,5X249,N391UP,43,D,FALSE,
31-Mar-26,20:55,EI177,London�(LHR),LHR,Aer Lingus,A20N,EI-NSA,EI-NSA,exact_tail_overnight_5hr_16hr,EI156,EI-NSA,705,C,FALSE,
31-Mar-26,20:55,EI3229,Glasgow�(GLA),GLA,Aer Lingus,AT7,,,,,,,B,FALSE,
31-Mar-26,20:55,FR7788,Marrakesh�(RAK),RAK,Ryanair,B738,EI-EBL,EI-EBL,exact_tail_overnight_5hr_16hr,FR5125,EI-EBL,575,C,FALSE,
31-Mar-26,20:55,VY8722,Barcelona�(BCN),BCN,Vueling,A320,EC-LOP,EC-LOP,exact_tail_25min_5hr,VY8723,EC-LOP,40,C,FALSE,
31-Mar-26,21:00,EI413,Verona�(VRN),VRN,Aer Lingus,A320,EI-DVE,EI-DVE,exact_tail_overnight_5hr_16hr,EI492,EI-DVE,630,C,FALSE,
31-Mar-26,21:05,FR7157,Madrid�(MAD),MAD,Ryanair,B738,EI-DWA,EI-DWA,exact_tail_25min_5hr,FR7156,EI-DWA,25,C,FALSE,
31-Mar-26,21:10,FR21,Newcastle�(NCL),NCL,Ryanair,B738,EI-GJT,EI-GJT,exact_tail_25min_5hr,FR668,EI-GJT,30,C,FALSE,
31-Mar-26,21:10,FR341,London�(LTN),LTN,Ryanair,B38M,EI-ILG,EI-ILG,exact_tail_25min_5hr,FR342,EI-ILG,25,C,FALSE,
31-Mar-26,21:17,5O4394,Shannon�(SNN),SNN,ASL Airlines,B738,F-HIQB,F-HIQB,exact_tail_25min_5hr,5O4394,F-HIQB,43,C,FALSE,
31-Mar-26,21:20,FR123,London�(LGW),LGW,Ryanair,B738,9H-QEK,9H-QEK,exact_tail_25min_5hr,FR6395,9H-QEK,25,C,FALSE,
31-Mar-26,21:20,FR291,London�(STN),STN,Ryanair,B738,EI-DLI,EI-DLI,exact_tail_25min_5hr,FR292,EI-DLI,40,C,FALSE,
31-Mar-26,21:20,FR6394,Barcelona�(BCN),BCN,Ryanair,B738,9H-QCO,9H-QCO,exact_tail_overnight_5hr_16hr,FR504,9H-QCO,630,C,FALSE,
31-Mar-26,21:25,FR9612,Rome�(FCO),FCO,Ryanair,B738,SP-RNP,SP-RNP,exact_tail_25min_5hr,FR634,SP-RNP,25,C,FALSE,
31-Mar-26,21:30,EI277,Birmingham�(BHX),BHX,Aer Lingus,A320,EI-GAL,EI-GAL,exact_tail_overnight_5hr_16hr,EI450,EI-GAL,525,C,FALSE,
31-Mar-26,21:30,EA3409,Donegal�(CFN),CFN,Aer Lingus Regional,AT76,EI-HPK,EI-HPK,exact_tail_overnight_5hr_16hr,EA3300,EI-HPK,535,B,FALSE,
31-Mar-26,21:35,EI3309,Southampton�(SOU),SOU,Aer Lingus Regional,AT76,EI-HPJ,EI-HPJ,exact_tail_overnight_5hr_16hr,,EI-HPJ,595,B,FALSE,
31-Mar-26,21:35,FR512,Bristol�(BRS),BRS,Ryanair,B38M,EI-IKR,EI-IKR,exact_tail_25min_5hr,FR513,EI-IKR,25,C,FALSE,
31-Mar-26,21:40,FR5562,Glasgow�(GLA),GLA,Ryanair,B738,SP-RKH,SP-RKH,exact_tail_overnight_5hr_16hr,FR420,SP-RKH,570,C,FALSE,
31-Mar-26,21:45,EA3259,Edinburgh�(EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,EI-FAT,exact_tail_overnight_5hr_16hr,EA3250,EI-FAT,535,B,FALSE,
31-Mar-26,21:45,EA3289,Bristol�(BRS),BRS,Aer Lingus Regional,AT76,EI-GPN,EI-GPN,exact_tail_overnight_5hr_16hr,EA3550,EI-GPN,605,B,FALSE,
31-Mar-26,21:50,BA4470,London�(LCY),LCY,British Airways,E190,G-LCYP,G-LCYP,exact_tail_overnight_5hr_16hr,BA4461,G-LCYP,550,C,FALSE,
31-Mar-26,21:50,FR3103,Amsterdam�(AMS),AMS,Ryanair,B738,SP-RKM,SP-RKM,exact_tail_overnight_5hr_16hr,FR30,SP-RKM,520,C,FALSE,
31-Mar-26,22:00,FR127,London�(LGW),LGW,Ryanair,B738,9H-QCA,9H-QCA,exact_tail_overnight_5hr_16hr,FR272,9H-QCA,630,C,FALSE,
31-Mar-26,22:05,EI3329,Manchester�(MAN),MAN,Aer Lingus Regional,AT76,EI-HNA,EI-HNA,exact_tail_overnight_5hr_16hr,EI3220,EI-HNA,525,B,FALSE,
31-Mar-26,22:05,FR8563,Malaga�(AGP),AGP,Ryanair,B738,EI-EVJ,EI-EVJ,exact_tail_overnight_5hr_16hr,FR3995,EI-EVJ,495,C,FALSE,
31-Mar-26,22:08,,Birmingham�(BHX),BHX,Aer Lingus Regional,AT76,EI-HDK,EI-HDK,exact_tail_overnight_5hr_16hr,EA3350,EI-HDK,562,B,FALSE,
31-Mar-26,22:10,EA3197,Liverpool�(LPL),LPL,Aer Lingus Regional,AT76,EI-GPO,EI-GPO,exact_tail_overnight_5hr_16hr,EA3400,EI-GPO,485,B,FALSE,
31-Mar-26,22:15,LH982,Frankfurt�(FRA),FRA,Lufthansa,A321,D-AISG,D-AISG,exact_tail_5min_8hr,LH983,D-AISG,460,C,FALSE,
31-Mar-26,22:15,,Manchester�(MAN),MAN,Aer Lingus Regional,AT76,EI-HNA,EI-HNA,,,,,B,FALSE,
31-Mar-26,22:20,EI611,Amsterdam�(AMS),AMS,Aer Lingus,A320,EI-FNJ,EI-FNJ,exact_tail_5min_8hr,EI592,EI-FNJ,480,C,FALSE,
31-Mar-26,22:20,5F5711,Chisinau�(RMO),RMO,FlyOne,A321,ER-00003,ER-00003,exact_tail_25min_5hr,5F5712,ER-00003,60,C,FALSE,
31-Mar-26,22:25,FR456,Leeds�(LBA),LBA,Ryanair,B38M,9H-VVL,9H-VVL,exact_tail_25min_5hr,FR457,9H-VVL,25,C,FALSE,
31-Mar-26,22:25,KL1145,Amsterdam�(AMS),AMS,KLM,B738,PH-BGA,PH-BGA,exact_tail_5min_8hr,KL1134,PH-BGA,450,C,FALSE,
31-Mar-26,22:30,EI183,London�(LHR),LHR,Aer Lingus,A20N,EI-NSE,EI-NSE,exact_tail_5min_8hr,EI152,EI-NSE,480,C,FALSE,
31-Mar-26,22:30,EI3275,Birmingham�(BHX),BHX,Aer Lingus,AT7,,,,,,,B,FALSE,
31-Mar-26,22:30,FR1861,Paris�(BVA),BVA,Ryanair,B738,SP-RKV,SP-RKV,exact_tail_overnight_5hr_16hr,FR657,SP-RKV,520,C,FALSE,
31-Mar-26,22:40,AF1016,Paris�(CDG),CDG,Air France,BCS3,F-HPNM,F-HPNM,exact_tail_5min_8hr,AF1017,F-HPNM,435,C,FALSE,
31-Mar-26,22:40,EI529,Paris�(CDG),CDG,Aer Lingus,A320,EI-DEI,EI-DEI,exact_tail_5min_8hr,EI262,EI-DEI,470,C,FALSE,
31-Mar-26,22:50,EI575,Alicante�(ALC),ALC,Aer Lingus,A320,EI-DVK,EI-DVK,exact_tail_overnight_5hr_16hr,EI672,EI-DVK,530,C,FALSE,
31-Mar-26,22:50,EI737,Palma de Mallorca�(PMI),PMI,Aer Lingus,A320,EI-DEK,EI-DEK,exact_tail_5min_8hr,EI602,EI-DEK,445,C,FALSE,
31-Mar-26,22:50,FR667,Birmingham�(BHX),BHX,Ryanair,B738,EI-DPP,EI-DPP,exact_tail_5min_8hr,FR7030,EI-DPP,415,C,FALSE,
31-Mar-26,22:55,EI709,Marrakesh�(RAK),RAK,Aer Lingus,A320,EI-DVN,EI-DVN,exact_tail_overnight_5hr_16hr,EI432,EI-DVN,485,C,FALSE,
31-Mar-26,22:55,FR4223,Bratislava�(BTS),BTS,Ryanair,B738,9H-QCT,9H-QCT,,,,,C,FALSE,
31-Mar-26,22:55,FR7236,Malta�(MLA),MLA,Ryanair,B38M,EI-HMZ,EI-HMZ,exact_tail_5min_8hr,FR5568,EI-HMZ,455,C,FALSE,
31-Mar-26,23:00,EI465,Malta�(MLA),MLA,Aer Lingus,A320,EI-DES,EI-DES,exact_tail_5min_8hr,EI776,EI-DES,480,C,FALSE,
31-Mar-26,23:00,FR143,London�(LGW),LGW,Ryanair,B38M,9H-VUQ,9H-VUQ,exact_tail_overnight_5hr_16hr,FR5910,9H-VUQ,490,C,FALSE,
31-Mar-26,23:00,FR942,Palma de Mallorca�(PMI),PMI,Ryanair,B38M,EI-IFS,EI-IFS,exact_tail_5min_8hr,FR2703,EI-IFS,460,C,FALSE,
31-Mar-26,23:05,EI497,Faro�(FAO),FAO,Aer Lingus,A320,EI-GAM,EI-GAM,exact_tail_5min_8hr,EI692,EI-GAM,465,C,FALSE,
31-Mar-26,23:05,FR813,Edinburgh�(EDI),EDI,Ryanair,B38M,EI-IJD,EI-IJD,exact_tail_5min_8hr,FR7762,EI-IJD,430,C,FALSE,
31-Mar-26,23:05,FR7329,Lisbon�(LIS),LIS,Ryanair,B38M,EI-HGW,EI-HGW,exact_tail_25min_5hr,,EI-HGW,25,C,FALSE,
31-Mar-26,23:10,EI337,Berlin�(BER),BER,Aer Lingus,A320,EI-DVI,EI-DVI,exact_tail_overnight_5hr_16hr,EI762,EI-DVI,490,C,FALSE,
31-Mar-26,23:10,EI587,Malaga�(AGP),AGP,Aer Lingus,A320,EI-EDP,EI-EDP,exact_tail_5min_8hr,EI402,EI-EDP,430,C,FALSE,
31-Mar-26,23:20,FR210,London�(STN),STN,Ryanair,B738,SP-RSQ,SP-RSQ,exact_tail_5min_8hr,FR1986,SP-RSQ,385,C,FALSE,
31-Mar-26,23:45,FR557,Manchester�(MAN),MAN,Ryanair,B738,EI-DPN,EI-DPN,exact_tail_5min_8hr,FR943,EI-DPN,360,C,FALSE,
31-Mar-26,23:45,FR9998,Pisa�(PSA),PSA,Ryanair,B38M,9H-VVJ,9H-VVJ,exact_tail_5min_8hr,FR328,9H-VVJ,420,C,FALSE,
31-Mar-26,23:50,FR4500,Cologne�(CGN),CGN,Ryanair,B738,9H-QAD,9H-QAD,exact_tail_5min_8hr,FR1948,9H-QAD,480,C,FALSE,
31-Mar-26,23:50,FR8108,Reus�(REU),REU,Ryanair,B738,EI-GXK,EI-GXK,exact_tail_5min_8hr,FR2412,EI-GXK,385,C,FALSE,
31-Mar-26,23:55,FR883,Fuerteventura�(FUE),FUE,Ryanair,B38M,EI-HGP,EI-HGP,,,,,C,FALSE,
01-Apr-26,00:05,FR3567,Santiago de Compostela�(SCQ),SCQ,Ryanair,B738,SP-RNS,SP-RNS,exact_tail_5min_8hr,FR7378,SP-RNS,340,C,FALSE,
