date,sta,flight_no,origin,origin_code,airline_name,aircraft_type,tail_reg,icao_cat,cbp_flag,actual_landing,gate
31-Mar-26,19:10,FR5132,Basel (BSL),BSL,Ryanair,B738,9H-QAD,C,FALSE,19:03,208
31-Mar-26,19:15,EI749,Bilbao (BIO),BIO,Aer Lingus,A320,EI-DVH,C,FALSE,19:13,411
31-Mar-26,19:20,FR5419,Berlin (BER),BER,Ryanair,B738,EI-EBV,C,FALSE,19:01,207
31-Mar-26,19:30,BA4468,London (LCY),LCY,British Airways,E190,G-LCAE,C,FALSE,19:25,423
31-Mar-26,19:35,BA834,London (LHR),LHR,British Airways,A21N,G-NEOV,C,FALSE,19:09,426
31-Mar-26,19:35,EI173,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,FALSE,18:56,416
31-Mar-26,19:35,FR9176,Ibiza (IBZ),IBZ,Ryanair,B738,SP-RSQ,C,FALSE,19:29,201
31-Mar-26,19:45,FR121,London (LGW),LGW,Ryanair,B738,EI-DPP,C,FALSE,20:01,208
31-Mar-26,19:50,FR1557,Manchester (MAN),MAN,Ryanair,B738,9H-QBZ,C,FALSE,19:32,202
31-Mar-26,19:53,,Weeze (NRN),NRN,Ryanair,B738,9H-QAL,C,FALSE,19:34,208
31-Mar-26,20:05,FR449,Liverpool (LPL),LPL,Ryanair,B738,EI-DCL,C,FALSE,19:40,107
31-Mar-26,20:05,FR8131,Malaga (AGP),AGP,Ryanair,B38M,EI-IJD,C,FALSE,20:18,203
31-Mar-26,20:05,EK163,Dubai (DXB),DXB,Emirates,B77W,A6-EPH,C,FALSE,20:12,R101
31-Mar-26,20:10,EI585,Malaga (AGP),AGP,Aer Lingus,A320,EI-DVG,C,FALSE,20:07,410
31-Mar-26,20:10,FR7133,Faro (FAO),FAO,Ryanair,B738,EI-EVR,C,FALSE,19:59,208
31-Mar-26,20:15,FR7355,Chania (CHQ),CHQ,Ryanair,B738,EI-EKI,C,FALSE,20:20,206
31-Mar-26,20:20,DN407,Bacau (BCM),BCM,Dan Air,A320,YR-JUL,C,FALSE,20:15,R101
31-Mar-26,20:20,FR2031,Krakow (KRK),KRK,Ryanair,B38M,SP-RZO,C,FALSE,19:54,207
31-Mar-26,20:26,,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-GZV,B,FALSE,20:28,418
31-Mar-26,20:30,FR1453,Brussels (BRU),BRU,Ryanair,B738,EI-DPN,C,FALSE,20:25,208
31-Mar-26,20:36,5X249,Shannon (SNN),SNN,UPS,B763,N391UP,D,FALSE,20:23,R101
31-Mar-26,20:55,EI177,London (LHR),LHR,Aer Lingus,A20N,EI-NSA,C,FALSE,20:36,405
31-Mar-26,20:55,EI3229,Glasgow (GLA),GLA,Aer Lingus,AT7,,B,FALSE,,411
31-Mar-26,20:55,FR7788,Marrakesh (RAK),RAK,Ryanair,B738,EI-EBL,C,FALSE,21:47,203
31-Mar-26,20:55,VY8722,Barcelona (BCN),BCN,Vueling,A320,EC-LOP,C,FALSE,20:42,110
31-Mar-26,21:00,EI413,Verona (VRN),VRN,Aer Lingus,A320,EI-DVE,C,FALSE,20:44,413
31-Mar-26,21:05,FR7157,Madrid (MAD),MAD,Ryanair,B738,EI-DWA,C,FALSE,21:38,210
31-Mar-26,21:10,FR21,Newcastle (NCL),NCL,Ryanair,B738,EI-GJT,C,FALSE,20:51,203
31-Mar-26,21:10,FR341,London (LTN),LTN,Ryanair,B38M,EI-ILG,C,FALSE,21:13,203
31-Mar-26,21:17,5O4394,Shannon (SNN),SNN,ASL Airlines,B738,F-HIQB,C,FALSE,21:08,R115
31-Mar-26,21:20,FR123,London (LGW),LGW,Ryanair,B738,9H-QEK,C,FALSE,21:20,102
31-Mar-26,21:20,FR291,London (STN),STN,Ryanair,B738,EI-DLI,C,FALSE,21:43,103
31-Mar-26,21:20,FR6394,Barcelona (BCN),BCN,Ryanair,B738,9H-QCO,C,FALSE,21:05,207
31-Mar-26,21:25,FR9612,Rome (FCO),FCO,Ryanair,B738,SP-RNP,C,FALSE,21:36,110
31-Mar-26,21:30,EI277,Birmingham (BHX),BHX,Aer Lingus,A320,EI-GAL,C,FALSE,21:16,406
31-Mar-26,21:30,EA3409,Donegal (CFN),CFN,Aer Lingus Regional,AT76,EI-HPK,B,FALSE,21:00,422
31-Mar-26,21:35,EI3309,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-HPJ,B,FALSE,21:11,418
31-Mar-26,21:35,FR512,Bristol (BRS),BRS,Ryanair,B38M,EI-IKR,C,FALSE,21:31,208
31-Mar-26,21:40,FR5562,Glasgow (GLA),GLA,Ryanair,B738,SP-RKH,C,FALSE,21:25,204
31-Mar-26,21:45,EA3259,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,B,FALSE,21:22,417
31-Mar-26,21:45,EA3289,Bristol (BRS),BRS,Aer Lingus Regional,AT76,EI-GPN,B,FALSE,21:27,417
31-Mar-26,21:50,BA4470,London (LCY),LCY,British Airways,E190,G-LCYP,C,FALSE,21:34,424
31-Mar-26,21:50,FR3103,Amsterdam (AMS),AMS,Ryanair,B738,SP-RKM,C,FALSE,22:22,208
31-Mar-26,22:00,FR127,London (LGW),LGW,Ryanair,B738,9H-QCA,C,FALSE,21:29,205
31-Mar-26,22:05,EI3329,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-HNA,B,FALSE,,422
31-Mar-26,22:05,FR8563,Malaga (AGP),AGP,Ryanair,B738,EI-EVJ,C,FALSE,22:57,210
31-Mar-26,22:08,,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-HDK,B,FALSE,21:54,418
31-Mar-26,22:10,EA3197,Liverpool (LPL),LPL,Aer Lingus Regional,AT76,EI-GPO,B,FALSE,21:41,417
31-Mar-26,22:15,LH982,Frankfurt (FRA),FRA,Lufthansa,A321,D-AISG,C,FALSE,22:11,117
31-Mar-26,22:15,,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-HNA,B,FALSE,21:58,418
31-Mar-26,22:20,EI611,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-FNJ,C,FALSE,22:06,403
31-Mar-26,22:20,5F5711,Chisinau (RMO),RMO,FlyOne,A321,ER-00003,C,FALSE,21:45,R101
31-Mar-26,22:25,FR456,Leeds (LBA),LBA,Ryanair,B38M,9H-VVL,C,FALSE,22:03,207
31-Mar-26,22:25,KL1145,Amsterdam (AMS),AMS,KLM,B738,PH-BGA,C,FALSE,22:14,119
31-Mar-26,22:30,EI183,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,FALSE,22:01,415
31-Mar-26,22:30,EI3275,Birmingham (BHX),BHX,Aer Lingus,AT7,,B,FALSE,,421
31-Mar-26,22:30,FR1861,Paris (BVA),BVA,Ryanair,B738,SP-RKV,C,FALSE,22:34,204
31-Mar-26,22:40,AF1016,Paris (CDG),CDG,Air France,BCS3,F-HPNM,C,FALSE,22:24,114
31-Mar-26,22:40,EI529,Paris (CDG),CDG,Aer Lingus,A320,EI-DEI,C,FALSE,22:27,405
31-Mar-26,22:50,EI575,Alicante (ALC),ALC,Aer Lingus,A320,EI-DVK,C,FALSE,22:53,416
31-Mar-26,22:50,EI737,Palma de Mallorca (PMI),PMI,Aer Lingus,A320,EI-DEK,C,FALSE,22:32,410
31-Mar-26,22:50,FR667,Birmingham (BHX),BHX,Ryanair,B738,EI-DPP,C,FALSE,23:00,201
31-Mar-26,22:55,EI709,Marrakesh (RAK),RAK,Aer Lingus,A320,EI-DVN,C,FALSE,22:36,R101
31-Mar-26,22:55,FR4223,Bratislava (BTS),BTS,Ryanair,B738,9H-QCT,C,FALSE,22:38,204
31-Mar-26,22:55,FR7236,Malta (MLA),MLA,Ryanair,B38M,EI-HMZ,C,FALSE,23:02,208
31-Mar-26,23:00,EI465,Malta (MLA),MLA,Aer Lingus,A320,EI-DES,C,FALSE,00:19,410
31-Mar-26,23:00,FR143,London (LGW),LGW,Ryanair,B38M,9H-VUQ,C,FALSE,22:29,203
31-Mar-26,23:00,FR942,Palma de Mallorca (PMI),PMI,Ryanair,B38M,EI-IFS,C,FALSE,23:05,207
31-Mar-26,23:05,EI497,Faro (FAO),FAO,Aer Lingus,A320,EI-GAM,C,FALSE,23:12,408
31-Mar-26,23:05,FR813,Edinburgh (EDI),EDI,Ryanair,B38M,EI-IJD,C,FALSE,23:38,208
31-Mar-26,23:05,FR7329,Lisbon (LIS),LIS,Ryanair,B38M,EI-HGW,C,FALSE,23:07,206
31-Mar-26,23:10,EI337,Berlin (BER),BER,Aer Lingus,A320,EI-DVI,C,FALSE,22:45,410
31-Mar-26,23:10,EI587,Malaga (AGP),AGP,Aer Lingus,A320,EI-EDP,C,FALSE,23:09,413
31-Mar-26,23:20,FR210,London (STN),STN,Ryanair,B738,SP-RSQ,C,FALSE,22:55,109
31-Mar-26,23:45,FR557,Manchester (MAN),MAN,Ryanair,B738,EI-DPN,C,FALSE,23:18,209
31-Mar-26,23:45,FR9998,Pisa (PSA),PSA,Ryanair,B38M,9H-VVJ,C,FALSE,01:15,209
31-Mar-26,23:50,FR4500,Cologne (CGN),CGN,Ryanair,B738,9H-QAD,C,FALSE,23:50,201
31-Mar-26,23:50,FR8108,Reus (REU),REU,Ryanair,B738,EI-GXK,C,FALSE,23:28,202
31-Mar-26,23:55,FR883,Fuerteventura (FUE),FUE,Ryanair,B38M,EI-HGP,C,FALSE,00:08,209
01-Apr-26,00:05,FR3567,Santiago de Compostela (SCQ),SCQ,Ryanair,B738,SP-RNS,C,FALSE,00:26,202
01-Apr-26,00:10,FR7001,Girona (GRO),GRO,Ryanair,B38M,9H-VUZ,C,FALSE,23:30,202
01-Apr-26,00:15,FR635,Cardiff (CWL),CWL,Ryanair,B738,SP-RNP,C,FALSE,00:06,205
01-Apr-26,00:15,FR669,Birmingham (BHX),BHX,Ryanair,B38M,EI-IHM,C,FALSE,23:55,209
01-Apr-26,00:20,EI779,Lanzarote (ACE),ACE,Aer Lingus,A20N,EI-NSB,C,FALSE,00:14,402
01-Apr-26,00:20,FR7125,Lanzarote (ACE),ACE,Ryanair,B38M,EI-IFW,C,FALSE,00:10,201
01-Apr-26,00:20,FR7313,Zadar (ZAD),ZAD,Ryanair,B38M,EI-IHC,C,FALSE,00:00,208
01-Apr-26,00:25,FR3881,Dubrovnik (DBV),DBV,Ryanair,B38M,EI-ILJ,C,FALSE,00:16,204
01-Apr-26,00:25,FR8135,Alicante (ALC),ALC,Ryanair,B38M,EI-HMW,C,FALSE,00:46,202
01-Apr-26,00:30,FR9976,Ibiza (IBZ),IBZ,Ryanair,B738,EI-EBY,C,FALSE,01:04,205
01-Apr-26,00:35,FR633,Copenhagen (CPH),CPH,Ryanair,B38M,EI-HET,C,FALSE,00:03,206
01-Apr-26,00:45,EI765,Tenerife (TFS),TFS,Aer Lingus (Retro livery),A320,EI-DVM,C,FALSE,00:39,403
01-Apr-26,00:45,LH8321,Birmingham (BHX),BHX,Lufthansa Cargo,A321,D-AEUA,C,FALSE,00:21,R101
01-Apr-26,00:50,EI783,Gran Canaria (LPA),LPA,Aer Lingus,A320,EI-DVL,C,FALSE,00:32,405
01-Apr-26,00:50,FR7073,Porto (OPO),OPO,Ryanair,B738,SP-RKD,C,FALSE,00:43,203
01-Apr-26,00:50,FR7120,Tenerife (TFS),TFS,Ryanair,B38M,EI-HEN,C,FALSE,01:36,203
01-Apr-26,00:55,EI565,Barcelona (BCN),BCN,Aer Lingus,A320,EI-EDS,C,FALSE,00:30,415
01-Apr-26,00:59,EI487,Lisbon (LIS),LIS,Aer Lingus,A20N,EI-NSD,C,FALSE,01:13,413
01-Apr-26,01:01,FR7800,Milan (MXP),MXP,Ryanair,B38M,EI-IHY,C,FALSE,01:37,203
01-Apr-26,01:15,FR5204,Sofia (SOF),SOF,Ryanair,B38M,EI-ILC,C,FALSE,01:17,201
01-Apr-26,01:15,FR7135,Palermo (PMO),PMO,Ryanair,B738,SP-RND,C,FALSE,00:53,210
01-Apr-26,01:30,EI799,Izmir (ADB),ADB,Aer Lingus,A320,EI-DEJ,C,FALSE,00:49,407
01-Apr-26,01:49,XM358,Birmingham (BHX),BHX,Zimex Aviation,AT72,HB-AFJ,B,FALSE,02:10,R101
01-Apr-26,04:00,,Nottingham (EMA),EMA,DHL,A306,D-AEAT,C,FALSE,03:53,R101
01-Apr-26,04:25,QY2886,Brussels (BRU),BRU,DHL,B738,EC-HLN,C,FALSE,04:23,R101
01-Apr-26,04:30,EI104,New York (JFK),JFK,Aer Lingus,A333,EI-FNG,E,TRUE,03:30,405
01-Apr-26,04:38,FX5051,Indianapolis (IND),IND,FedEx,B763,N125FE,D,FALSE,04:33,R101
01-Apr-26,04:45,5O4294,Paris (CDG),CDG,ASL Airlines,B738,F-HIQB,C,FALSE,04:44,R115
01-Apr-26,04:49,5X248,Cologne (CGN),CGN,UPS,B763,N391UP,D,FALSE,04:30,R101
01-Apr-26,05:10,EI122,Chicago (ORD),ORD,Aer Lingus,A333,EI-EDY,E,TRUE,06:07,406
01-Apr-26,05:10,EI126,Toronto (YYZ),YYZ,Aer Lingus,A333,EI-DUZ,E,TRUE,05:03,407
01-Apr-26,05:11,QY2882,Leipzig (LEJ),LEJ,Titan Airways,A321,9H-ZTB,C,FALSE,05:08,R101
01-Apr-26,05:15,EI100,New York (EWR),EWR,Aer Lingus,A21N,EI-LRC,C,TRUE,04:27,408
01-Apr-26,05:15,EI116,Washington (IAD),IAD,Aer Lingus,A21N,EI-LRA,C,TRUE,04:38,409
01-Apr-26,05:15,EI130,Windsor Locks (BDL),BDL,Aer Lingus,A21N,EI-LRD,C,TRUE,05:06,410
01-Apr-26,05:58,FX5202,London (STN),STN,FedEx,B763,N107FE,D,FALSE,05:46,R101
01-Apr-26,06:07,TK6425,Istanbul (IST),IST,Turkish Cargo,A332,TC-JCI,E,FALSE,05:50,R101
01-Apr-26,06:30,AA722,Philadelphia (PHL),PHL,American Airlines,B788,N871AY,E,TRUE,05:41,416
01-Apr-26,06:30,FR23,Paris (BVA),BVA,Ryanair,B38M,EI-IKW,C,FALSE,05:59,203
01-Apr-26,06:45,FR435,Liverpool (LPL),LPL,Ryanair,B738,EI-GSK,C,FALSE,06:30,203
01-Apr-26,07:00,FR157,Leeds (LBA),LBA,Ryanair,B738,9H-QFD,C,FALSE,08:35,202
01-Apr-26,07:10,FR2972,Kaunas (KUN),KUN,Ryanair,B38M,SP-RZL,C,FALSE,06:35,108
01-Apr-26,07:20,UA310,Washington (IAD),IAD,United Airlines,B752,N14106,D,TRUE,07:18,419
01-Apr-26,07:30,UA23,New York (EWR),EWR,United Airlines,B77W,N2331U,C,TRUE,07:01,419
01-Apr-26,07:35,FR339,London (LTN),LTN,Ryanair,B38M,9H-VUH,C,FALSE,07:10,209
01-Apr-26,07:35,FR3976,Barcelona (BCN),BCN,Ryanair,B738,EI-EME,C,FALSE,07:31,210
01-Apr-26,07:35,FR5419,Berlin (BER),BER,Ryanair,B38M,EI-IGK,C,FALSE,07:11,207
01-Apr-26,07:40,BA824,London (LHR),LHR,British Airways,A320,G-EUUJ,C,FALSE,07:15,424
01-Apr-26,07:50,FR271,London (STN),STN,Ryanair,B38M,EI-HGY,C,FALSE,07:36,205
01-Apr-26,07:55,DL258,Minneapolis (MSP),MSP,Delta Air Lines,A333,N806NW,E,TRUE,07:06,406
01-Apr-26,08:05,BA4460,London (LCY),LCY,British Airways,E190,G-LCAG,C,FALSE,07:47,423
01-Apr-26,08:05,LH976,Frankfurt (FRA),FRA,Lufthansa,A319,D-AIBF,C,FALSE,08:02,116
01-Apr-26,08:15,AC800,Toronto (YYZ),YYZ,Air Canada,B789,C-FGDZ,E,TRUE,08:17,413
01-Apr-26,08:15,EI86,Cleveland (CLE),CLE,Aer Lingus,A21N,EI-XLU,C,TRUE,10:00,401
01-Apr-26,08:15,EI88,Minneapolis (MSP),MSP,Aer Lingus,A21N,EI-XLW,C,TRUE,07:24,402
01-Apr-26,08:15,AF1616,Paris (CDG),CDG,Air France,BCS3,F-HOZB,C,FALSE,08:07,115
01-Apr-26,08:20,D83606,Copenhagen (CPH),CPH,Norwegian (Gustav Vigeland Livery),B738,SE-RPL,C,FALSE,08:04,R101
01-Apr-26,08:20,KL1135,Amsterdam (AMS),AMS,KLM,E295,PH-NXI,C,FALSE,08:00,118
01-Apr-26,08:25,EI136,Boston (BOS),BOS,Aer Lingus,A333,EI-EIN,E,TRUE,07:49,404
01-Apr-26,08:25,FR809,Edinburgh (EDI),EDI,Ryanair,B738,9H-QCT,C,FALSE,08:11,208
01-Apr-26,08:35,EI76,Nashville (BNA),BNA,Aer Lingus,A21N,EI-XLR,C,TRUE,07:57,410
01-Apr-26,08:40,EI146,Bridgetown (BGI),BGI,Aer Lingus,A21N,EI-XLV,C,FALSE,07:58,412
01-Apr-26,08:45,DL176,Atlanta (ATL),ATL,Delta Air Lines,B764,N825MH,D,TRUE,,403
01-Apr-26,08:45,FR275,Glasgow (GLA),GLA,Ryanair,B738,SP-RND,C,FALSE,08:37,201
01-Apr-26,08:50,EI106,New York (JFK),JFK,Aer Lingus,A21N,EI-LRE,C,TRUE,08:28,403
01-Apr-26,08:50,EI3401,Donegal (CFN),CFN,Aer Lingus Regional,AT76,EI-GPO,B,FALSE,08:31,420
01-Apr-26,08:55,AY1381,Helsinki (HEL),HEL,Jettime,B738,OY-JZO,C,FALSE,08:56,409
01-Apr-26,08:55,EY45,Abu Dhabi (AUH),AUH,Etihad Airways,B789,A6-BLZ,E,FALSE,09:11,R101
01-Apr-26,08:55,FR553,Manchester (MAN),MAN,Ryanair,B738,SP-RKD,C,FALSE,08:42,207
01-Apr-26,09:00,EI151,London (LHR),LHR,Aer Lingus,A20N,EI-NSH,C,FALSE,08:39,403
01-Apr-26,09:05,EI118,Washington (IAD),IAD,Aer Lingus,A21N,EI-LRG,C,TRUE,08:14,415
01-Apr-26,09:05,IB1881,Madrid (MAD),MAD,Iberia Express,A320,EC-LVQ,C,FALSE,08:50,110
01-Apr-26,09:15,DL44,New York (JFK),JFK,Delta Air Lines,B763,N177DZ,D,TRUE,08:25,404
01-Apr-26,09:15,EI203,Manchester (MAN),MAN,Aer Lingus,A320,EI-DEJ,C,FALSE,08:54,408
01-Apr-26,09:15,FR21,Newcastle (NCL),NCL,Ryanair,B38M,EI-HAW,C,FALSE,09:28,203
01-Apr-26,09:15,VY8720,Barcelona (BCN),BCN,Vueling,A320,EC-MER,C,FALSE,09:07,111
01-Apr-26,09:20,EI263,Birmingham (BHX),BHX,Aer Lingus,A320,EI-DEI,C,FALSE,08:59,416
01-Apr-26,09:31,,Prague (PRG),PRG,Smartwings (CSA Livery),BCS3,OK-FYD,C,FALSE,09:38,R101
01-Apr-26,09:31,,Munich (MUC),MUC,NetJets,C56X,CS-DQA,C,FALSE,09:36,R110
01-Apr-26,09:35,AA724,Charlotte (CLT),CLT,American Airlines,B772,N762AN,E,TRUE,09:19,417
01-Apr-26,09:35,EI1120,Orlando (MCO),MCO,Aer Lingus,A333,EI-FNH,E,TRUE,09:44,409
01-Apr-26,09:35,FR661,Birmingham (BHX),BHX,Ryanair,B38M,EI-HMW,C,FALSE,09:26,206
01-Apr-26,09:35,TK1975,Istanbul (IST),IST,Turkish Airlines,A21N,TC-LSZ,C,FALSE,09:14,114
01-Apr-26,09:40,BA826,London (LHR),LHR,British Airways,A21N,G-NEOU,C,FALSE,09:17,423
01-Apr-26,09:40,FR1987,Nantes (NTE),NTE,Ryanair,B738,SP-RSQ,C,FALSE,09:23,205
01-Apr-26,09:45,AA132,Dallas (DFW),DFW,American Airlines,B788,N882BL,E,TRUE,11:48,416
01-Apr-26,09:45,UA980,Chicago (ORD),ORD,United Airlines,B788,N27901,E,TRUE,09:32,418
01-Apr-26,09:50,EI401,Rome (FCO),FCO,Aer Lingus,A320,EI-DER,C,FALSE,10:04,406
01-Apr-26,09:50,EA3221,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HNA,B,FALSE,09:30,421
01-Apr-26,09:50,EA3251,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,B,FALSE,09:43,421
01-Apr-26,09:50,EI3391,Leeds (LBA),LBA,Aer Lingus Regional,AT76,G-CMMN,B,FALSE,,421
01-Apr-26,09:50,FR31,London (STN),STN,Ryanair,B738,SP-RKM,C,FALSE,09:49,208
01-Apr-26,09:55,LH2516,Munich (MUC),MUC,Lufthansa,A21N,D-AIEE,C,FALSE,10:29,119
01-Apr-26,09:57,,Leeds (LBA),LBA,Aer Lingus Regional,AT76,EI-GZV,B,FALSE,09:55,418
01-Apr-26,10:00,A3630,Athens (ATH),ATH,Aegean Airlines,A320,SX-DNB,C,FALSE,09:47,R101
01-Apr-26,10:00,TP1322,Lisbon (LIS),LIS,TAP Express,E195,CS-TAY,C,FALSE,09:56,112
01-Apr-26,10:05,FR47,Brussels (CRL),CRL,Ryanair,B738,9H-QAL,C,FALSE,,208
01-Apr-26,10:15,EI153,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,FALSE,10:26,416
01-Apr-26,10:15,FR113,London (LGW),LGW,Ryanair,B38M,EI-HET,C,FALSE,10:06,209
01-Apr-26,10:15,FR441,Liverpool (LPL),LPL,Ryanair,B738,EI-DWF,C,FALSE,09:51,206
01-Apr-26,10:20,EI603,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-DEK,C,FALSE,10:35,405
01-Apr-26,10:20,EI3321,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-HPJ,B,FALSE,10:43,419
01-Apr-26,10:20,FR3881,Dubrovnik (DBV),DBV,Ryanair,B38M,SP-RZX,C,FALSE,09:59,204
01-Apr-26,10:25,FR505,Bristol (BRS),BRS,Ryanair,B738,9H-QCO,C,FALSE,11:00,207
01-Apr-26,10:25,FR817,Edinburgh (EDI),EDI,Ryanair,B38M,9H-VUI,C,FALSE,10:24,210
01-Apr-26,10:25,KL1137,Amsterdam (AMS),AMS,KLM,B738,PH-BXY,C,FALSE,10:36,119
01-Apr-26,10:30,VJT449,Farnborough (FAB),FAB,VistaJet,CL35,9H-VCO,C,FALSE,11:15,R101
01-Apr-26,10:35,EI124,Chicago (ORD),ORD,Aer Lingus,A333,EI-EIL,E,TRUE,10:08,404
01-Apr-26,10:35,BA4462,London (LCY),LCY,British Airways,E190,G-LCYP,C,FALSE,10:28,425
01-Apr-26,10:40,UA228,Washington (IAD),IAD,United Airlines,B752,N18112,D,TRUE,10:21,418
01-Apr-26,10:40,,London (LCY),LCY,NetJets,C68A,CS-LUD,C,FALSE,10:31,R110
01-Apr-26,10:43,DL176,New York (JFK),JFK,Delta Air Lines,B764,N825MH,D,TRUE,11:01,403
01-Apr-26,10:45,DL154,Boston (BOS),BOS,Delta Air Lines,B763,N178DZ,D,TRUE,10:02,403
01-Apr-26,10:45,EI3351,Newcastle (NCL),NCL,Aer Lingus Regional,AT76,EI-HDK,B,FALSE,10:33,422
01-Apr-26,10:55,EI3551,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPN,B,FALSE,11:07,417
01-Apr-26,10:55,FR421,Amsterdam (AMS),AMS,Ryanair,B738,SP-RKH,C,FALSE,11:09,210
01-Apr-26,10:55,SK535,Stockholm (ARN),ARN,SAS,A20N,EI-SIW,C,FALSE,10:41,R101
01-Apr-26,11:00,EI3301,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-HPK,B,FALSE,10:39,418
01-Apr-26,11:00,FR5126,Hamburg (HAM),HAM,Ryanair,B738,EI-EBL,C,FALSE,11:42,206
01-Apr-26,11:05,EI631,Brussels (BRU),BRU,Aer Lingus (Retro livery),A320,EI-DVM,C,FALSE,10:47,416
01-Apr-26,11:05,FI416,Reykjavik (KEF),KEF,Icelandair,B38M,TF-ICP,C,FALSE,12:04,R101
01-Apr-26,11:10,UA317,New York (EWR),EWR,United Airlines,B752,N17126,D,TRUE,10:19,419
01-Apr-26,11:10,FR115,London (LGW),LGW,Ryanair,B738,SP-RNP,C,FALSE,11:05,208
01-Apr-26,11:15,EI521,Paris (CDG),CDG,Aer Lingus,A21N,EI-LRD,C,FALSE,11:17,410
01-Apr-26,11:15,FR658,Brussels (BRU),BRU,Ryanair,B738,SP-RKV,C,FALSE,11:24,203
01-Apr-26,11:20,EI155,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,FALSE,11:38,411
01-Apr-26,11:25,EI693,Dusseldorf (DUS),DUS,Aer Lingus,A320,EI-GAM,C,FALSE,11:53,411
01-Apr-26,11:25,FR2413,Memmingen (FMM),FMM,Ryanair,B738,EI-GXK,C,FALSE,11:11,201
01-Apr-26,11:25,LM51,Aberdeen (ABZ),ABZ,Loganair,AT76,G-LMTI,B,FALSE,12:09,R101
01-Apr-26,11:30,EI681,Geneva (GVA),GVA,Aer Lingus,A320,EI-DEM,C,FALSE,11:34,413
01-Apr-26,11:35,FR535,Nottingham (EMA),EMA,Malta Air,B38M,9H-VUF,C,FALSE,11:19,209
01-Apr-26,11:35,FR612,Kerry (KIR),KIR,Ryanair,B738,SP-RKD,C,FALSE,11:12,204
01-Apr-26,11:35,LH978,Frankfurt (FRA),FRA,Lufthansa (Superstar Heritage Livery),A321,D-AISZ,C,FALSE,11:50,119
01-Apr-26,11:40,EI108,New York (JFK),JFK,Aer Lingus,A21N,EI-LRF,C,TRUE,10:58,411
01-Apr-26,11:45,EI60,San Francisco (SFO),SFO,Aer Lingus,A333,EI-EIM,E,TRUE,11:26,406
01-Apr-26,11:45,FR4845,Milan (BGY),BGY,Ryanair,B38M,EI-ILJ,C,FALSE,12:26,203
01-Apr-26,11:50,EI503,Bordeaux (BOD),BOD,Aer Lingus,A20N,EI-NSB,C,FALSE,11:21,415
01-Apr-26,11:50,SK537,Copenhagen (CPH),CPH,SAS,A20N,EI-SID,C,FALSE,11:32,R101
01-Apr-26,12:00,FR942,Palma de Mallorca (PMI),PMI,Ryanair,B738,EI-DPN,C,FALSE,11:57,207
01-Apr-26,12:00,FR7031,Faro (FAO),FAO,Ryanair,B738,EI-DPP,C,FALSE,11:55,201
01-Apr-26,12:05,BA828,London (LHR),LHR,British Airways,A320,G-EUYL,C,FALSE,11:44,423
01-Apr-26,12:05,EI333,Berlin (BER),BER,Aer Lingus,A320,EI-DVG,C,FALSE,12:31,415
01-Apr-26,12:05,EW9394,Dusseldorf (DUS),DUS,Eurowings,A319,D-AGWG,C,FALSE,12:29,R101
01-Apr-26,12:10,EI651,Frankfurt (FRA),FRA,Aer Lingus,A320,EI-DEL,C,FALSE,12:06,405
01-Apr-26,12:10,FR1902,Krakow (KRK),KRK,Ryanair,B38M,EI-IFW,C,FALSE,12:02,208
01-Apr-26,12:10,LX400,Zurich (ZRH),ZRH,Swiss,A20N,HB-JDF,C,FALSE,12:00,R101
01-Apr-26,12:15,FR1949,Luxembourg (LUX),LUX,Ryanair,B738,9H-QAD,C,FALSE,12:15,202
01-Apr-26,12:20,EI593,Madrid (MAD),MAD,Aer Lingus,A320,EI-FNJ,C,FALSE,12:11,415
01-Apr-26,12:20,EK161,Dubai (DXB),DXB,Emirates,B77W,A6-EQA,C,FALSE,12:21,R101
01-Apr-26,12:25,EA3555,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPO,B,FALSE,12:19,421
01-Apr-26,12:30,FR555,Manchester (MAN),MAN,Ryanair,B738,SP-RSQ,C,FALSE,12:17,202
01-Apr-26,12:35,FR7763,Alicante (ALC),ALC,Ryanair,B38M,EI-IJD,C,FALSE,12:45,208
01-Apr-26,12:40,KL1139,Amsterdam (AMS),AMS,KLM,E295,PH-NXF,C,FALSE,12:33,118
01-Apr-26,12:45,EI205,Manchester (MAN),MAN,Aer Lingus,A21N,EI-XLV,C,FALSE,12:24,415
