Season_Code,Week_In_Year,Week_Start,Terminal,Airline,Airline_Name,Flight_Category,Aircraft_Family,Weekly_Movements,Peak_Day_Movements,Avg_Load_Factor_Pct
W24,11,2025-03-17,T2,DL,Delta Air Lines,Transatlantic CBP,A330,10,2,91%
W24,11,2025-03-17,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,92%
W24,11,2025-03-17,T2,EK,Emirates,International Long-Haul,B777,16,3,85%
W24,11,2025-03-17,T2,EY,Etihad,International Long-Haul,A330,9,2,87%
W24,11,2025-03-17,T1,5X,UPS,Cargo,B767,7,1,nan%
W24,11,2025-03-17,T1,FX,FedEx,Cargo,A320,6,1,nan%
W24,12,2025-03-24,T1,FR,Ryanair,International Short-Haul,B737,1071,178,82%
W24,12,2025-03-24,T1,FR,Ryanair,International Short-Haul,A320,70,12,82%
W24,12,2025-03-24,T1,FR,Ryanair,Domestic,B737,53,9,73%
W24,12,2025-03-24,T2,EI,Aer Lingus,International Short-Haul,A320,353,66,84%
W24,12,2025-03-24,T2,EI,Aer Lingus,Transatlantic CBP,A330,122,23,89%
W24,12,2025-03-24,T2,EI,Aer Lingus,Transatlantic CBP,B787,64,11,91%
W24,12,2025-03-24,T2,EI,Aer Lingus,International Long-Haul,A330,14,2,87%
W24,12,2025-03-24,T2,RE,Aer Lingus Regional,Domestic,ATR72,119,22,72%
W24,12,2025-03-24,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,86,17,85%
W24,12,2025-03-24,T2,BA,British Airways,International Short-Haul,A320,79,15,84%
W24,12,2025-03-24,T2,BA,British Airways,International Short-Haul,E-Jet,61,10,84%
W24,12,2025-03-24,T1,LH,Lufthansa,International Short-Haul,A320,50,10,83%
W24,12,2025-03-24,T1,AF,Air France,International Short-Haul,A320,42,7,85%
W24,12,2025-03-24,T1,KL,KLM,International Short-Haul,A320,45,8,82%
W24,12,2025-03-24,T1,IB,Iberia,International Short-Haul,A320,27,5,85%
W24,12,2025-03-24,T1,VY,Vueling,International Short-Haul,A320,26,5,84%
W24,12,2025-03-24,T1,OS,Austrian,International Short-Haul,A320,14,3,83%
W24,12,2025-03-24,T1,SK,SAS,International Short-Haul,A320,15,3,84%
W24,12,2025-03-24,T1,AY,Finnair,International Short-Haul,A320,11,2,83%
W24,12,2025-03-24,T1,TK,Turkish Airlines,International Long-Haul,A320,21,4,86%
W24,12,2025-03-24,T1,U2,easyJet,International Short-Haul,A320,57,10,85%
W24,12,2025-03-24,T1,W6,Wizz Air,International Short-Haul,A320,53,9,83%
W24,12,2025-03-24,T2,AA,American Airlines,Transatlantic CBP,B787,31,6,91%
W24,12,2025-03-24,T2,UA,United Airlines,Transatlantic CBP,B787,16,3,91%
W24,12,2025-03-24,T2,DL,Delta Air Lines,Transatlantic CBP,A330,8,1,90%
W24,12,2025-03-24,T2,AC,Air Canada,Transatlantic CBP,B787,8,1,91%
W24,12,2025-03-24,T2,EK,Emirates,International Long-Haul,B777,15,3,84%
W24,12,2025-03-24,T2,EY,Etihad,International Long-Haul,A330,7,1,85%
W24,12,2025-03-24,T1,5X,UPS,Cargo,B767,6,1,nan%
W24,12,2025-03-24,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,13,2025-03-31,T1,FR,Ryanair,International Short-Haul,B737,1069,181,82%
S25,13,2025-03-31,T1,FR,Ryanair,International Short-Haul,A320,73,13,85%
S25,13,2025-03-31,T1,FR,Ryanair,Domestic,B737,54,9,72%
S25,13,2025-03-31,T2,EI,Aer Lingus,International Short-Haul,A320,376,65,83%
S25,13,2025-03-31,T2,EI,Aer Lingus,Transatlantic CBP,A330,133,23,88%
S25,13,2025-03-31,T2,EI,Aer Lingus,Transatlantic CBP,B787,68,12,90%
S25,13,2025-03-31,T2,EI,Aer Lingus,International Long-Haul,A330,15,3,85%
S25,13,2025-03-31,T2,RE,Aer Lingus Regional,Domestic,ATR72,129,22,70%
S25,13,2025-03-31,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,88,17,86%
S25,13,2025-03-31,T2,BA,British Airways,International Short-Haul,A320,88,15,82%
S25,13,2025-03-31,T2,BA,British Airways,International Short-Haul,E-Jet,64,12,84%
S25,13,2025-03-31,T1,LH,Lufthansa,International Short-Haul,A320,51,9,85%
S25,13,2025-03-31,T1,AF,Air France,International Short-Haul,A320,44,8,85%
S25,13,2025-03-31,T1,KL,KLM,International Short-Haul,A320,45,8,83%
S25,13,2025-03-31,T1,IB,Iberia,International Short-Haul,A320,30,5,84%
S25,13,2025-03-31,T1,VY,Vueling,International Short-Haul,A320,26,5,82%
S25,13,2025-03-31,T1,OS,Austrian,International Short-Haul,A320,15,3,85%
S25,13,2025-03-31,T1,SK,SAS,International Short-Haul,A320,15,3,85%
S25,13,2025-03-31,T1,AY,Finnair,International Short-Haul,A320,12,2,82%
S25,13,2025-03-31,T1,TK,Turkish Airlines,International Long-Haul,A320,22,4,84%
S25,13,2025-03-31,T1,U2,easyJet,International Short-Haul,A320,64,12,85%
S25,13,2025-03-31,T1,W6,Wizz Air,International Short-Haul,A320,52,9,83%
S25,13,2025-03-31,T2,AA,American Airlines,Transatlantic CBP,B787,35,6,89%
S25,13,2025-03-31,T2,UA,United Airlines,Transatlantic CBP,B787,17,3,89%
S25,13,2025-03-31,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,2,91%
S25,13,2025-03-31,T2,AC,Air Canada,Transatlantic CBP,B787,8,1,91%
S25,13,2025-03-31,T2,EK,Emirates,International Long-Haul,B777,14,3,86%
S25,13,2025-03-31,T2,EY,Etihad,International Long-Haul,A330,8,1,85%
S25,13,2025-03-31,T1,5X,UPS,Cargo,B767,7,1,nan%
S25,13,2025-03-31,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,14,2025-04-07,T1,FR,Ryanair,International Short-Haul,B737,1082,191,85%
S25,14,2025-04-07,T1,FR,Ryanair,International Short-Haul,A320,76,13,84%
S25,14,2025-04-07,T1,FR,Ryanair,Domestic,B737,57,10,71%
S25,14,2025-04-07,T2,EI,Aer Lingus,International Short-Haul,A320,388,73,83%
S25,14,2025-04-07,T2,EI,Aer Lingus,Transatlantic CBP,A330,137,25,91%
S25,14,2025-04-07,T2,EI,Aer Lingus,Transatlantic CBP,B787,69,13,89%
S25,14,2025-04-07,T2,EI,Aer Lingus,International Long-Haul,A330,14,2,87%
S25,14,2025-04-07,T2,RE,Aer Lingus Regional,Domestic,ATR72,134,25,74%
S25,14,2025-04-07,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,85,16,85%
S25,14,2025-04-07,T2,BA,British Airways,International Short-Haul,A320,92,18,85%
S25,14,2025-04-07,T2,BA,British Airways,International Short-Haul,E-Jet,62,12,82%
S25,14,2025-04-07,T1,LH,Lufthansa,International Short-Haul,A320,52,10,83%
S25,14,2025-04-07,T1,AF,Air France,International Short-Haul,A320,48,8,84%
S25,14,2025-04-07,T1,KL,KLM,International Short-Haul,A320,46,9,86%
S25,14,2025-04-07,T1,IB,Iberia,International Short-Haul,A320,31,5,85%
S25,14,2025-04-07,T1,VY,Vueling,International Short-Haul,A320,28,5,82%
S25,14,2025-04-07,T1,OS,Austrian,International Short-Haul,A320,15,3,84%
S25,14,2025-04-07,T1,SK,SAS,International Short-Haul,A320,16,3,85%
S25,14,2025-04-07,T1,AY,Finnair,International Short-Haul,A320,11,2,84%
S25,14,2025-04-07,T1,TK,Turkish Airlines,International Long-Haul,A320,22,4,85%
S25,14,2025-04-07,T1,U2,easyJet,International Short-Haul,A320,65,11,84%
S25,14,2025-04-07,T1,W6,Wizz Air,International Short-Haul,A320,52,9,85%
S25,14,2025-04-07,T2,AA,American Airlines,Transatlantic CBP,B787,34,6,92%
S25,14,2025-04-07,T2,UA,United Airlines,Transatlantic CBP,B787,17,3,91%
S25,14,2025-04-07,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,2,90%
S25,14,2025-04-07,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,92%
S25,14,2025-04-07,T2,EK,Emirates,International Long-Haul,B777,16,3,85%
S25,14,2025-04-07,T2,EY,Etihad,International Long-Haul,A330,7,1,87%
S25,14,2025-04-07,T1,5X,UPS,Cargo,B767,7,1,nan%
S25,14,2025-04-07,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,15,2025-04-14,T1,FR,Ryanair,International Short-Haul,B737,1305,230,84%
S25,15,2025-04-14,T1,FR,Ryanair,International Short-Haul,A320,94,18,84%
S25,15,2025-04-14,T1,FR,Ryanair,Domestic,B737,64,11,71%
S25,15,2025-04-14,T2,EI,Aer Lingus,International Short-Haul,A320,429,82,85%
S25,15,2025-04-14,T2,EI,Aer Lingus,Transatlantic CBP,A330,159,28,92%
S25,15,2025-04-14,T2,EI,Aer Lingus,Transatlantic CBP,B787,79,13,90%
S25,15,2025-04-14,T2,EI,Aer Lingus,International Long-Haul,A330,17,3,86%
S25,15,2025-04-14,T2,RE,Aer Lingus Regional,Domestic,ATR72,153,29,73%
S25,15,2025-04-14,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,104,18,86%
S25,15,2025-04-14,T2,BA,British Airways,International Short-Haul,A320,102,19,84%
S25,15,2025-04-14,T2,BA,British Airways,International Short-Haul,E-Jet,74,13,85%
S25,15,2025-04-14,T1,LH,Lufthansa,International Short-Haul,A320,56,9,83%
S25,15,2025-04-14,T1,AF,Air France,International Short-Haul,A320,56,10,84%
S25,15,2025-04-14,T1,KL,KLM,International Short-Haul,A320,55,10,85%
S25,15,2025-04-14,T1,IB,Iberia,International Short-Haul,A320,32,6,86%
S25,15,2025-04-14,T1,VY,Vueling,International Short-Haul,A320,33,6,86%
S25,15,2025-04-14,T1,OS,Austrian,International Short-Haul,A320,17,3,83%
S25,15,2025-04-14,T1,SK,SAS,International Short-Haul,A320,18,3,85%
S25,15,2025-04-14,T1,AY,Finnair,International Short-Haul,A320,13,2,86%
S25,15,2025-04-14,T1,TK,Turkish Airlines,International Long-Haul,A320,26,5,86%
S25,15,2025-04-14,T1,U2,easyJet,International Short-Haul,A320,75,14,84%
S25,15,2025-04-14,T1,W6,Wizz Air,International Short-Haul,A320,60,11,86%
S25,15,2025-04-14,T2,AA,American Airlines,Transatlantic CBP,B787,39,7,92%
S25,15,2025-04-14,T2,UA,United Airlines,Transatlantic CBP,B787,20,4,91%
S25,15,2025-04-14,T2,DL,Delta Air Lines,Transatlantic CBP,A330,10,2,90%
S25,15,2025-04-14,T2,AC,Air Canada,Transatlantic CBP,B787,10,2,91%
S25,15,2025-04-14,T2,EK,Emirates,International Long-Haul,B777,17,3,88%
S25,15,2025-04-14,T2,EY,Etihad,International Long-Haul,A330,9,2,87%
S25,15,2025-04-14,T1,5X,UPS,Cargo,B767,8,1,nan%
S25,15,2025-04-14,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,16,2025-04-21,T1,FR,Ryanair,International Short-Haul,B737,1258,219,86%
S25,16,2025-04-21,T1,FR,Ryanair,International Short-Haul,A320,84,15,85%
S25,16,2025-04-21,T1,FR,Ryanair,Domestic,B737,60,11,71%
S25,16,2025-04-21,T2,EI,Aer Lingus,International Short-Haul,A320,404,72,85%
S25,16,2025-04-21,T2,EI,Aer Lingus,Transatlantic CBP,A330,140,24,90%
S25,16,2025-04-21,T2,EI,Aer Lingus,Transatlantic CBP,B787,75,14,90%
S25,16,2025-04-21,T2,EI,Aer Lingus,International Long-Haul,A330,16,3,88%
S25,16,2025-04-21,T2,RE,Aer Lingus Regional,Domestic,ATR72,145,25,73%
S25,16,2025-04-21,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,91,17,83%
S25,16,2025-04-21,T2,BA,British Airways,International Short-Haul,A320,96,16,85%
S25,16,2025-04-21,T2,BA,British Airways,International Short-Haul,E-Jet,70,13,85%
S25,16,2025-04-21,T1,LH,Lufthansa,International Short-Haul,A320,57,9,84%
S25,16,2025-04-21,T1,AF,Air France,International Short-Haul,A320,49,9,84%
S25,16,2025-04-21,T1,KL,KLM,International Short-Haul,A320,52,10,83%
S25,16,2025-04-21,T1,IB,Iberia,International Short-Haul,A320,31,5,84%
S25,16,2025-04-21,T1,VY,Vueling,International Short-Haul,A320,29,5,86%
S25,16,2025-04-21,T1,OS,Austrian,International Short-Haul,A320,18,3,84%
S25,16,2025-04-21,T1,SK,SAS,International Short-Haul,A320,16,3,86%
S25,16,2025-04-21,T1,AY,Finnair,International Short-Haul,A320,12,2,86%
S25,16,2025-04-21,T1,TK,Turkish Airlines,International Long-Haul,A320,25,4,87%
S25,16,2025-04-21,T1,U2,easyJet,International Short-Haul,A320,67,12,85%
S25,16,2025-04-21,T1,W6,Wizz Air,International Short-Haul,A320,60,11,86%
S25,16,2025-04-21,T2,AA,American Airlines,Transatlantic CBP,B787,36,7,90%
S25,16,2025-04-21,T2,UA,United Airlines,Transatlantic CBP,B787,19,4,89%
S25,16,2025-04-21,T2,DL,Delta Air Lines,Transatlantic CBP,A330,10,2,92%
S25,16,2025-04-21,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,92%
S25,16,2025-04-21,T2,EK,Emirates,International Long-Haul,B777,16,3,85%
S25,16,2025-04-21,T2,EY,Etihad,International Long-Haul,A330,8,1,87%
S25,16,2025-04-21,T1,5X,UPS,Cargo,B767,7,1,nan%
S25,16,2025-04-21,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,17,2025-04-28,T1,FR,Ryanair,International Short-Haul,B737,1109,183,84%
S25,17,2025-04-28,T1,FR,Ryanair,International Short-Haul,A320,83,15,85%
S25,17,2025-04-28,T1,FR,Ryanair,Domestic,B737,57,10,72%
S25,17,2025-04-28,T2,EI,Aer Lingus,International Short-Haul,A320,380,63,85%
S25,17,2025-04-28,T2,EI,Aer Lingus,Transatlantic CBP,A330,138,26,90%
S25,17,2025-04-28,T2,EI,Aer Lingus,Transatlantic CBP,B787,66,12,89%
S25,17,2025-04-28,T2,EI,Aer Lingus,International Long-Haul,A330,16,3,85%
S25,17,2025-04-28,T2,RE,Aer Lingus Regional,Domestic,ATR72,142,25,70%
S25,17,2025-04-28,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,91,16,85%
S25,17,2025-04-28,T2,BA,British Airways,International Short-Haul,A320,93,18,84%
S25,17,2025-04-28,T2,BA,British Airways,International Short-Haul,E-Jet,65,12,83%
S25,17,2025-04-28,T1,LH,Lufthansa,International Short-Haul,A320,52,9,82%
S25,17,2025-04-28,T1,AF,Air France,International Short-Haul,A320,48,9,85%
S25,17,2025-04-28,T1,KL,KLM,International Short-Haul,A320,46,8,83%
S25,17,2025-04-28,T1,IB,Iberia,International Short-Haul,A320,31,5,85%
S25,17,2025-04-28,T1,VY,Vueling,International Short-Haul,A320,27,5,83%
S25,17,2025-04-28,T1,OS,Austrian,International Short-Haul,A320,16,3,85%
S25,17,2025-04-28,T1,SK,SAS,International Short-Haul,A320,16,3,85%
S25,17,2025-04-28,T1,AY,Finnair,International Short-Haul,A320,12,2,84%
S25,17,2025-04-28,T1,TK,Turkish Airlines,International Long-Haul,A320,22,4,85%
S25,17,2025-04-28,T1,U2,easyJet,International Short-Haul,A320,66,12,82%
S25,17,2025-04-28,T1,W6,Wizz Air,International Short-Haul,A320,55,10,86%
S25,17,2025-04-28,T2,AA,American Airlines,Transatlantic CBP,B787,35,7,90%
S25,17,2025-04-28,T2,UA,United Airlines,Transatlantic CBP,B787,17,3,90%
S25,17,2025-04-28,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,2,91%
S25,17,2025-04-28,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,89%
S25,17,2025-04-28,T2,EK,Emirates,International Long-Haul,B777,15,3,85%
S25,17,2025-04-28,T2,EY,Etihad,International Long-Haul,A330,8,1,85%
S25,17,2025-04-28,T1,5X,UPS,Cargo,B767,7,1,nan%
S25,17,2025-04-28,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,18,2025-05-05,T1,FR,Ryanair,International Short-Haul,B737,1179,209,84%
S25,18,2025-05-05,T1,FR,Ryanair,International Short-Haul,A320,81,14,85%
S25,18,2025-05-05,T1,FR,Ryanair,Domestic,B737,63,11,72%
S25,18,2025-05-05,T2,EI,Aer Lingus,International Short-Haul,A320,422,74,83%
S25,18,2025-05-05,T2,EI,Aer Lingus,Transatlantic CBP,A330,142,25,91%
S25,18,2025-05-05,T2,EI,Aer Lingus,Transatlantic CBP,B787,71,13,89%
S25,18,2025-05-05,T2,EI,Aer Lingus,International Long-Haul,A330,16,3,86%
S25,18,2025-05-05,T2,RE,Aer Lingus Regional,Domestic,ATR72,145,25,73%
S25,18,2025-05-05,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,91,17,83%
S25,18,2025-05-05,T2,BA,British Airways,International Short-Haul,A320,99,17,85%
S25,18,2025-05-05,T2,BA,British Airways,International Short-Haul,E-Jet,68,13,83%
S25,18,2025-05-05,T1,LH,Lufthansa,International Short-Haul,A320,53,9,83%
S25,18,2025-05-05,T1,AF,Air France,International Short-Haul,A320,49,9,86%
S25,18,2025-05-05,T1,KL,KLM,International Short-Haul,A320,50,10,85%
S25,18,2025-05-05,T1,IB,Iberia,International Short-Haul,A320,31,6,85%
S25,18,2025-05-05,T1,VY,Vueling,International Short-Haul,A320,31,5,85%
S25,18,2025-05-05,T1,OS,Austrian,International Short-Haul,A320,16,3,82%
S25,18,2025-05-05,T1,SK,SAS,International Short-Haul,A320,18,3,86%
S25,18,2025-05-05,T1,AY,Finnair,International Short-Haul,A320,13,2,83%
S25,18,2025-05-05,T1,TK,Turkish Airlines,International Long-Haul,A320,24,4,87%
S25,18,2025-05-05,T1,U2,easyJet,International Short-Haul,A320,69,11,82%
S25,18,2025-05-05,T1,W6,Wizz Air,International Short-Haul,A320,56,10,86%
S25,18,2025-05-05,T2,AA,American Airlines,Transatlantic CBP,B787,38,7,90%
S25,18,2025-05-05,T2,UA,United Airlines,Transatlantic CBP,B787,18,3,92%
S25,18,2025-05-05,T2,DL,Delta Air Lines,Transatlantic CBP,A330,10,2,90%
S25,18,2025-05-05,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,92%
S25,18,2025-05-05,T2,EK,Emirates,International Long-Haul,B777,16,3,85%
S25,18,2025-05-05,T2,EY,Etihad,International Long-Haul,A330,8,1,85%
S25,18,2025-05-05,T1,5X,UPS,Cargo,B767,8,1,nan%
S25,18,2025-05-05,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,19,2025-05-12,T1,FR,Ryanair,International Short-Haul,B737,1133,196,83%
S25,19,2025-05-12,T1,FR,Ryanair,International Short-Haul,A320,81,14,84%
S25,19,2025-05-12,T1,FR,Ryanair,Domestic,B737,60,12,70%
S25,19,2025-05-12,T2,EI,Aer Lingus,International Short-Haul,A320,374,62,85%
S25,19,2025-05-12,T2,EI,Aer Lingus,Transatlantic CBP,A330,134,25,90%
S25,19,2025-05-12,T2,EI,Aer Lingus,Transatlantic CBP,B787,70,13,89%
S25,19,2025-05-12,T2,EI,Aer Lingus,International Long-Haul,A330,15,3,87%
S25,19,2025-05-12,T2,RE,Aer Lingus Regional,Domestic,ATR72,135,23,74%
S25,19,2025-05-12,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,87,16,85%
S25,19,2025-05-12,T2,BA,British Airways,International Short-Haul,A320,90,15,83%
S25,19,2025-05-12,T2,BA,British Airways,International Short-Haul,E-Jet,68,12,85%
S25,19,2025-05-12,T1,LH,Lufthansa,International Short-Haul,A320,55,10,83%
S25,19,2025-05-12,T1,AF,Air France,International Short-Haul,A320,48,9,83%
S25,19,2025-05-12,T1,KL,KLM,International Short-Haul,A320,47,9,84%
S25,19,2025-05-12,T1,IB,Iberia,International Short-Haul,A320,32,6,83%
S25,19,2025-05-12,T1,VY,Vueling,International Short-Haul,A320,30,5,83%
S25,19,2025-05-12,T1,OS,Austrian,International Short-Haul,A320,16,3,84%
S25,19,2025-05-12,T1,SK,SAS,International Short-Haul,A320,16,3,84%
S25,19,2025-05-12,T1,AY,Finnair,International Short-Haul,A320,13,2,83%
S25,19,2025-05-12,T1,TK,Turkish Airlines,International Long-Haul,A320,23,4,85%
S25,19,2025-05-12,T1,U2,easyJet,International Short-Haul,A320,68,13,83%
S25,19,2025-05-12,T1,W6,Wizz Air,International Short-Haul,A320,55,9,85%
S25,19,2025-05-12,T2,AA,American Airlines,Transatlantic CBP,B787,34,7,91%
S25,19,2025-05-12,T2,UA,United Airlines,Transatlantic CBP,B787,18,3,92%
S25,19,2025-05-12,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,2,90%
S25,19,2025-05-12,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,91%
S25,19,2025-05-12,T2,EK,Emirates,International Long-Haul,B777,16,3,88%
S25,19,2025-05-12,T2,EY,Etihad,International Long-Haul,A330,8,1,87%
S25,19,2025-05-12,T1,5X,UPS,Cargo,B767,7,1,nan%
S25,19,2025-05-12,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,20,2025-05-19,T1,FR,Ryanair,International Short-Haul,B737,1222,204,84%
S25,20,2025-05-19,T1,FR,Ryanair,International Short-Haul,A320,80,14,82%
S25,20,2025-05-19,T1,FR,Ryanair,Domestic,B737,61,11,73%
S25,20,2025-05-19,T2,EI,Aer Lingus,International Short-Haul,A320,402,76,83%
S25,20,2025-05-19,T2,EI,Aer Lingus,Transatlantic CBP,A330,138,26,89%
S25,20,2025-05-19,T2,EI,Aer Lingus,Transatlantic CBP,B787,75,14,90%
S25,20,2025-05-19,T2,EI,Aer Lingus,International Long-Haul,A330,17,3,85%
S25,20,2025-05-19,T2,RE,Aer Lingus Regional,Domestic,ATR72,143,25,74%
S25,20,2025-05-19,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,90,16,85%
S25,20,2025-05-19,T2,BA,British Airways,International Short-Haul,A320,95,16,84%
S25,20,2025-05-19,T2,BA,British Airways,International Short-Haul,E-Jet,70,12,86%
S25,20,2025-05-19,T1,LH,Lufthansa,International Short-Haul,A320,54,10,85%
S25,20,2025-05-19,T1,AF,Air France,International Short-Haul,A320,48,9,86%
S25,20,2025-05-19,T1,KL,KLM,International Short-Haul,A320,50,10,84%
S25,20,2025-05-19,T1,IB,Iberia,International Short-Haul,A320,30,5,86%
S25,20,2025-05-19,T1,VY,Vueling,International Short-Haul,A320,29,5,86%
S25,20,2025-05-19,T1,OS,Austrian,International Short-Haul,A320,16,3,85%
S25,20,2025-05-19,T1,SK,SAS,International Short-Haul,A320,16,3,84%
S25,20,2025-05-19,T1,AY,Finnair,International Short-Haul,A320,12,2,84%
S25,20,2025-05-19,T1,TK,Turkish Airlines,International Long-Haul,A320,24,4,86%
S25,20,2025-05-19,T1,U2,easyJet,International Short-Haul,A320,68,13,84%
S25,20,2025-05-19,T1,W6,Wizz Air,International Short-Haul,A320,57,10,83%
S25,20,2025-05-19,T2,AA,American Airlines,Transatlantic CBP,B787,36,7,91%
S25,20,2025-05-19,T2,UA,United Airlines,Transatlantic CBP,B787,18,3,88%
S25,20,2025-05-19,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,2,90%
S25,20,2025-05-19,T2,AC,Air Canada,Transatlantic CBP,B787,9,1,89%
S25,20,2025-05-19,T2,EK,Emirates,International Long-Haul,B777,17,3,86%
S25,20,2025-05-19,T2,EY,Etihad,International Long-Haul,A330,8,1,87%
S25,20,2025-05-19,T1,5X,UPS,Cargo,B767,7,1,nan%
S25,20,2025-05-19,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,21,2025-05-26,T1,FR,Ryanair,International Short-Haul,B737,1167,198,84%
S25,21,2025-05-26,T1,FR,Ryanair,International Short-Haul,A320,82,14,85%
S25,21,2025-05-26,T1,FR,Ryanair,Domestic,B737,63,12,72%
S25,21,2025-05-26,T2,EI,Aer Lingus,International Short-Haul,A320,382,66,86%
S25,21,2025-05-26,T2,EI,Aer Lingus,Transatlantic CBP,A330,146,27,88%
S25,21,2025-05-26,T2,EI,Aer Lingus,Transatlantic CBP,B787,72,12,91%
S25,21,2025-05-26,T2,EI,Aer Lingus,International Long-Haul,A330,17,3,87%
S25,21,2025-05-26,T2,RE,Aer Lingus Regional,Domestic,ATR72,142,27,73%
S25,21,2025-05-26,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,90,16,83%
S25,21,2025-05-26,T2,BA,British Airways,International Short-Haul,A320,94,17,85%
S25,21,2025-05-26,T2,BA,British Airways,International Short-Haul,E-Jet,67,11,84%
S25,21,2025-05-26,T1,LH,Lufthansa,International Short-Haul,A320,56,10,84%
S25,21,2025-05-26,T1,AF,Air France,International Short-Haul,A320,53,10,83%
S25,21,2025-05-26,T1,KL,KLM,International Short-Haul,A320,48,9,86%
S25,21,2025-05-26,T1,IB,Iberia,International Short-Haul,A320,33,6,85%
S25,21,2025-05-26,T1,VY,Vueling,International Short-Haul,A320,29,5,83%
S25,21,2025-05-26,T1,OS,Austrian,International Short-Haul,A320,17,3,85%
S25,21,2025-05-26,T1,SK,SAS,International Short-Haul,A320,17,3,85%
S25,21,2025-05-26,T1,AY,Finnair,International Short-Haul,A320,12,2,85%
S25,21,2025-05-26,T1,TK,Turkish Airlines,International Long-Haul,A320,25,5,85%
S25,21,2025-05-26,T1,U2,easyJet,International Short-Haul,A320,68,12,84%
S25,21,2025-05-26,T1,W6,Wizz Air,International Short-Haul,A320,60,11,86%
S25,21,2025-05-26,T2,AA,American Airlines,Transatlantic CBP,B787,36,7,89%
S25,21,2025-05-26,T2,UA,United Airlines,Transatlantic CBP,B787,19,3,90%
S25,21,2025-05-26,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,2,89%
S25,21,2025-05-26,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,90%
S25,21,2025-05-26,T2,EK,Emirates,International Long-Haul,B777,16,3,86%
S25,21,2025-05-26,T2,EY,Etihad,International Long-Haul,A330,8,1,86%
S25,21,2025-05-26,T1,5X,UPS,Cargo,B767,8,1,nan%
S25,21,2025-05-26,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,22,2025-06-02,T1,FR,Ryanair,International Short-Haul,B737,1257,212,86%
S25,22,2025-06-02,T1,FR,Ryanair,International Short-Haul,A320,90,15,85%
S25,22,2025-06-02,T1,FR,Ryanair,Domestic,B737,67,13,74%
S25,22,2025-06-02,T2,EI,Aer Lingus,International Short-Haul,A320,419,78,85%
S25,22,2025-06-02,T2,EI,Aer Lingus,Transatlantic CBP,A330,152,25,89%
S25,22,2025-06-02,T2,EI,Aer Lingus,Transatlantic CBP,B787,76,13,89%
S25,22,2025-06-02,T2,EI,Aer Lingus,International Long-Haul,A330,17,3,87%
S25,22,2025-06-02,T2,RE,Aer Lingus Regional,Domestic,ATR72,150,29,73%
S25,22,2025-06-02,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,95,17,86%
S25,22,2025-06-02,T2,BA,British Airways,International Short-Haul,A320,104,18,84%
S25,22,2025-06-02,T2,BA,British Airways,International Short-Haul,E-Jet,74,13,85%
S25,22,2025-06-02,T1,LH,Lufthansa,International Short-Haul,A320,57,9,84%
S25,22,2025-06-02,T1,AF,Air France,International Short-Haul,A320,52,10,86%
S25,22,2025-06-02,T1,KL,KLM,International Short-Haul,A320,52,10,83%
S25,22,2025-06-02,T1,IB,Iberia,International Short-Haul,A320,33,5,86%
S25,22,2025-06-02,T1,VY,Vueling,International Short-Haul,A320,32,6,86%
S25,22,2025-06-02,T1,OS,Austrian,International Short-Haul,A320,18,3,86%
S25,22,2025-06-02,T1,SK,SAS,International Short-Haul,A320,18,3,83%
S25,22,2025-06-02,T1,AY,Finnair,International Short-Haul,A320,13,2,85%
S25,22,2025-06-02,T1,TK,Turkish Airlines,International Long-Haul,A320,25,5,85%
