Season_Code,Week_In_Year,Week_Start,Gate_ID,Terminal,Pier,Weekly_Movements,Avg_Daily_Occupancy_Hrs,Headroom_Hrs,Primary_Traffic
S25,16,2025-04-21,405,T2,Pier 4,62,10.7,6.3,Transatlantic CBP
S25,16,2025-04-21,406,T2,Pier 4,62,10.6,6.4,Transatlantic CBP
S25,16,2025-04-21,407,T2,Pier 4,58,9.9,7.1,Transatlantic CBP
S25,16,2025-04-21,408,T2,Pier 4,60,10.2,6.8,Transatlantic CBP
S25,16,2025-04-21,409,T2,Pier 4,55,9.4,7.6,Transatlantic CBP
S25,16,2025-04-21,410,T2,Pier 4,57,9.7,7.3,Transatlantic CBP
S25,16,2025-04-21,411,T2,Pier 4,59,10.1,6.9,Transatlantic CBP
S25,16,2025-04-21,412,T2,Pier 4,55,9.5,7.5,Transatlantic CBP
S25,16,2025-04-21,413,T2,Pier 4,62,10.7,6.3,Transatlantic CBP
S25,16,2025-04-21,414,T2,Pier 4,61,10.5,6.5,Transatlantic CBP
S25,16,2025-04-21,415,T2,Pier 4,64,10.9,6.1,Transatlantic CBP
S25,16,2025-04-21,416,T2,Pier 4,61,10.5,6.5,Transatlantic CBP
S25,16,2025-04-21,417,T2,Pier 4,64,10.9,6.1,Transatlantic CBP
S25,16,2025-04-21,418,T2,Pier 4,60,10.2,6.8,Transatlantic CBP
S25,16,2025-04-21,419,T2,Pier 4,60,10.3,6.7,Transatlantic CBP
S25,16,2025-04-21,420,T2,Pier 4,64,10.9,6.1,Transatlantic CBP
S25,16,2025-04-21,421,T2,Pier 4,61,10.4,6.6,Transatlantic CBP
S25,16,2025-04-21,422,T2,Pier 4,55,9.4,7.6,Transatlantic CBP
S25,16,2025-04-21,423,T2,Pier 4,61,10.5,6.5,Transatlantic CBP
S25,16,2025-04-21,424,T2,Pier 4,63,10.8,6.2,Transatlantic CBP
S25,16,2025-04-21,425,T2,Pier 4,62,10.6,6.4,Transatlantic CBP
S25,16,2025-04-21,426,T2,Pier 4,60,10.3,6.7,Transatlantic CBP
S25,16,2025-04-21,501,T2,Pier E,42,10.8,6.2,International Long-Haul
S25,16,2025-04-21,502,T2,Pier E,44,11.3,5.7,International Long-Haul
S25,16,2025-04-21,503,T2,Pier E,38,9.8,7.2,International Long-Haul
S25,16,2025-04-21,504,T2,Pier E,42,10.8,6.2,International Long-Haul
S25,16,2025-04-21,505,T2,Pier E,39,10.1,6.9,International Long-Haul
S25,16,2025-04-21,506,T2,Pier E,42,10.7,6.3,International Long-Haul
S25,16,2025-04-21,507,T2,Pier E,42,10.7,6.3,International Long-Haul
S25,16,2025-04-21,508,T2,Pier E,38,9.9,7.1,International Long-Haul
S25,16,2025-04-21,509,T2,Pier E,39,10,7,International Long-Haul
S25,16,2025-04-21,510,T2,Pier E,42,10.7,6.3,International Long-Haul
S25,16,2025-04-21,511,T2,Pier E,38,9.9,7.1,International Long-Haul
S25,16,2025-04-21,512,T2,Pier E,39,10.1,6.9,International Long-Haul
S25,16,2025-04-21,513,T2,Pier E,43,11,6,International Long-Haul
S25,16,2025-04-21,514,T2,Pier E,40,10.2,6.8,International Long-Haul
S25,16,2025-04-21,515,T2,Pier E,41,10.5,6.5,International Long-Haul
S25,16,2025-04-21,601,T1,Remote North,39,3.1,13.9,International Short-Haul
S25,16,2025-04-21,602,T1,Remote North,34,2.7,14.3,International Short-Haul
S25,16,2025-04-21,603,T1,Remote North,36,2.8,14.2,International Short-Haul
S25,16,2025-04-21,604,T1,Remote North,37,2.9,14.1,International Short-Haul
S25,16,2025-04-21,605,T1,Remote North,38,3,14,International Short-Haul
S25,16,2025-04-21,606,T1,Remote North,39,3.1,13.9,International Short-Haul
S25,16,2025-04-21,607,T1,Remote North,39,3.1,13.9,International Short-Haul
S25,16,2025-04-21,608,T1,Remote North,38,3,14,International Short-Haul
S25,16,2025-04-21,609,T1,Remote North,34,2.7,14.3,International Short-Haul
S25,16,2025-04-21,610,T1,Remote North,33,2.6,14.4,International Short-Haul
S25,16,2025-04-21,611,T1,Remote North,36,2.8,14.2,International Short-Haul
S25,16,2025-04-21,612,T1,Remote North,34,2.7,14.3,International Short-Haul
S25,16,2025-04-21,613,T1,Remote North,38,3,14,International Short-Haul
S25,16,2025-04-21,614,T1,Remote North,37,2.9,14.1,International Short-Haul
S25,16,2025-04-21,615,T1,Remote North,34,2.7,14.3,International Short-Haul
S25,16,2025-04-21,616,T1,Remote North,38,3,14,International Short-Haul
S25,16,2025-04-21,617,T1,Remote North,36,2.8,14.2,International Short-Haul
S25,16,2025-04-21,618,T1,Remote North,36,2.8,14.2,International Short-Haul
S25,16,2025-04-21,619,T1,Remote North,37,2.9,14.1,International Short-Haul
S25,16,2025-04-21,620,T1,Remote North,36,2.8,14.2,International Short-Haul
S25,16,2025-04-21,621,T1,Remote North,36,2.8,14.2,International Short-Haul
S25,16,2025-04-21,701,T1,Remote South,6,1.7,15.3,Cargo
S25,16,2025-04-21,702,T1,Remote South,6,1.8,15.2,Cargo
S25,16,2025-04-21,703,T1,Remote South,7,1.9,15.1,Cargo
S25,16,2025-04-21,704,T1,Remote South,7,2,15,Cargo
S25,16,2025-04-21,705,T1,Remote South,6,1.8,15.2,Cargo
S25,16,2025-04-21,706,T1,Remote South,6,1.8,15.2,Cargo
S25,16,2025-04-21,707,T1,Remote South,7,1.9,15.1,Cargo
S25,16,2025-04-21,708,T1,Remote South,7,2,15,Cargo
S25,16,2025-04-21,709,T1,Remote South,6,1.8,15.2,Cargo
S25,16,2025-04-21,710,T1,Remote South,6,1.8,15.2,Cargo
S25,16,2025-04-21,711,T1,Remote South,7,1.9,15.1,Cargo
S25,16,2025-04-21,712,T1,Remote South,7,1.9,15.1,Cargo
S25,17,2025-04-28,101,T1,Pier 1,102,7.3,9.7,International Short-Haul
S25,17,2025-04-28,102,T1,Pier 1,112,8,9,International Short-Haul
S25,17,2025-04-28,103,T1,Pier 1,104,7.4,9.6,International Short-Haul
S25,17,2025-04-28,104,T1,Pier 1,109,7.8,9.2,International Short-Haul
S25,17,2025-04-28,105,T1,Pier 1,109,7.8,9.2,International Short-Haul
S25,17,2025-04-28,106,T1,Pier 1,116,8.3,8.7,International Short-Haul
S25,17,2025-04-28,107,T1,Pier 1,109,7.8,9.2,International Short-Haul
S25,17,2025-04-28,108,T1,Pier 1,105,7.5,9.5,International Short-Haul
S25,17,2025-04-28,109,T1,Pier 1,105,7.5,9.5,International Short-Haul
S25,17,2025-04-28,110,T1,Pier 1,116,8.3,8.7,International Short-Haul
S25,17,2025-04-28,111,T1,Pier 1,104,7.4,9.6,International Short-Haul
S25,17,2025-04-28,112,T1,Pier 1,108,7.7,9.3,International Short-Haul
S25,17,2025-04-28,113,T1,Pier 1,104,7.4,9.6,International Short-Haul
S25,17,2025-04-28,114,T1,Pier 1,113,8.1,8.9,International Short-Haul
S25,17,2025-04-28,115,T1,Pier 1,109,7.8,9.2,International Short-Haul
S25,17,2025-04-28,116,T1,Pier 1,106,7.6,9.4,International Short-Haul
S25,17,2025-04-28,117,T1,Pier 1,106,7.6,9.4,International Short-Haul
S25,17,2025-04-28,118,T1,Pier 1,115,8.2,8.8,International Short-Haul
S25,17,2025-04-28,119,T1,Pier 1,111,7.9,9.1,International Short-Haul
S25,17,2025-04-28,201,T1,Pier 2,88,6.9,10.1,International Short-Haul
S25,17,2025-04-28,202,T1,Pier 2,89,7,10,International Short-Haul
S25,17,2025-04-28,203,T1,Pier 2,89,7,10,International Short-Haul
S25,17,2025-04-28,204,T1,Pier 2,81,6.4,10.6,International Short-Haul
S25,17,2025-04-28,205,T1,Pier 2,90,7.1,9.9,International Short-Haul
S25,17,2025-04-28,206,T1,Pier 2,78,6.1,10.9,International Short-Haul
S25,17,2025-04-28,207,T1,Pier 2,83,6.5,10.5,International Short-Haul
S25,17,2025-04-28,208,T1,Pier 2,89,7,10,International Short-Haul
S25,17,2025-04-28,209,T1,Pier 2,81,6.4,10.6,International Short-Haul
S25,17,2025-04-28,210,T1,Pier 2,81,6.4,10.6,International Short-Haul
S25,17,2025-04-28,211,T1,Pier 2,81,6.4,10.6,International Short-Haul
S25,17,2025-04-28,212,T1,Pier 2,85,6.7,10.3,International Short-Haul
S25,17,2025-04-28,213,T1,Pier 2,84,6.6,10.4,International Short-Haul
S25,17,2025-04-28,214,T1,Pier 2,88,6.9,10.1,International Short-Haul
S25,17,2025-04-28,301,T1,Pier 3,75,6.4,10.6,International Short-Haul
S25,17,2025-04-28,302,T1,Pier 3,72,6.2,10.8,International Short-Haul
S25,17,2025-04-28,303,T1,Pier 3,66,5.7,11.3,International Short-Haul
S25,17,2025-04-28,304,T1,Pier 3,75,6.4,10.6,International Short-Haul
S25,17,2025-04-28,305,T1,Pier 3,68,5.8,11.2,International Short-Haul
S25,17,2025-04-28,306,T1,Pier 3,65,5.6,11.4,International Short-Haul
S25,17,2025-04-28,307,T1,Pier 3,65,5.6,11.4,International Short-Haul
S25,17,2025-04-28,308,T1,Pier 3,70,6,11,International Short-Haul
S25,17,2025-04-28,309,T1,Pier 3,65,5.6,11.4,International Short-Haul
S25,17,2025-04-28,310,T1,Pier 3,65,5.6,11.4,International Short-Haul
S25,17,2025-04-28,311,T1,Pier 3,68,5.8,11.2,International Short-Haul
S25,17,2025-04-28,312,T1,Pier 3,68,5.8,11.2,International Short-Haul
S25,17,2025-04-28,313,T1,Pier 3,71,6.1,10.9,International Short-Haul
S25,17,2025-04-28,314,T1,Pier 3,74,6.3,10.7,International Short-Haul
S25,17,2025-04-28,315,T2,Pier 3,72,6.2,10.8,Transatlantic CBP
S25,17,2025-04-28,316,T2,Pier 3,68,5.8,11.2,Transatlantic CBP
S25,17,2025-04-28,317,T2,Pier 3,66,5.7,11.3,Transatlantic CBP
S25,17,2025-04-28,318,T2,Pier 3,75,6.4,10.6,Transatlantic CBP
S25,17,2025-04-28,319,T2,Pier 3,64,5.5,11.5,Transatlantic CBP
S25,17,2025-04-28,320,T2,Pier 3,74,6.3,10.7,Transatlantic CBP
S25,17,2025-04-28,321,T2,Pier 3,66,5.7,11.3,Transatlantic CBP
S25,17,2025-04-28,322,T2,Pier 3,75,6.4,10.6,Transatlantic CBP
S25,17,2025-04-28,323,T2,Pier 3,68,5.8,11.2,Transatlantic CBP
S25,17,2025-04-28,401,T2,Pier 4,56,9.6,7.4,Transatlantic CBP
S25,17,2025-04-28,402,T2,Pier 4,58,10,7,Transatlantic CBP
S25,17,2025-04-28,403,T2,Pier 4,57,9.8,7.2,Transatlantic CBP
S25,17,2025-04-28,404,T2,Pier 4,55,9.4,7.6,Transatlantic CBP
S25,17,2025-04-28,405,T2,Pier 4,57,9.7,7.3,Transatlantic CBP
S25,17,2025-04-28,406,T2,Pier 4,58,10,7,Transatlantic CBP
S25,17,2025-04-28,407,T2,Pier 4,52,9,8,Transatlantic CBP
S25,17,2025-04-28,408,T2,Pier 4,52,8.9,8.1,Transatlantic CBP
S25,17,2025-04-28,409,T2,Pier 4,56,9.6,7.4,Transatlantic CBP
S25,17,2025-04-28,410,T2,Pier 4,53,9.1,7.9,Transatlantic CBP
S25,17,2025-04-28,411,T2,Pier 4,58,9.9,7.1,Transatlantic CBP
S25,17,2025-04-28,412,T2,Pier 4,54,9.2,7.8,Transatlantic CBP
S25,17,2025-04-28,413,T2,Pier 4,56,9.6,7.4,Transatlantic CBP
S25,17,2025-04-28,414,T2,Pier 4,54,9.2,7.8,Transatlantic CBP
S25,17,2025-04-28,415,T2,Pier 4,57,9.7,7.3,Transatlantic CBP
S25,17,2025-04-28,416,T2,Pier 4,53,9.1,7.9,Transatlantic CBP
S25,17,2025-04-28,417,T2,Pier 4,52,8.9,8.1,Transatlantic CBP
S25,17,2025-04-28,418,T2,Pier 4,52,9,8,Transatlantic CBP
S25,17,2025-04-28,419,T2,Pier 4,61,10.4,6.6,Transatlantic CBP
S25,17,2025-04-28,420,T2,Pier 4,53,9.1,7.9,Transatlantic CBP
S25,17,2025-04-28,421,T2,Pier 4,58,10,7,Transatlantic CBP
S25,17,2025-04-28,422,T2,Pier 4,52,9,8,Transatlantic CBP
S25,17,2025-04-28,423,T2,Pier 4,53,9.1,7.9,Transatlantic CBP
S25,17,2025-04-28,424,T2,Pier 4,57,9.7,7.3,Transatlantic CBP
S25,17,2025-04-28,425,T2,Pier 4,56,9.6,7.4,Transatlantic CBP
S25,17,2025-04-28,426,T2,Pier 4,61,10.4,6.6,Transatlantic CBP
S25,17,2025-04-28,501,T2,Pier E,42,10.7,6.3,International Long-Haul
S25,17,2025-04-28,502,T2,Pier E,40,10.4,6.6,International Long-Haul
S25,17,2025-04-28,503,T2,Pier E,39,10.1,6.9,International Long-Haul
S25,17,2025-04-28,504,T2,Pier E,38,9.9,7.1,International Long-Haul
S25,17,2025-04-28,505,T2,Pier E,38,9.7,7.3,International Long-Haul
S25,17,2025-04-28,506,T2,Pier E,42,10.7,6.3,International Long-Haul
S25,17,2025-04-28,507,T2,Pier E,39,10.1,6.9,International Long-Haul
S25,17,2025-04-28,508,T2,Pier E,39,10.1,6.9,International Long-Haul
S25,17,2025-04-28,509,T2,Pier E,37,9.5,7.5,International Long-Haul
S25,17,2025-04-28,510,T2,Pier E,36,9.3,7.7,International Long-Haul
S25,17,2025-04-28,511,T2,Pier E,42,10.7,6.3,International Long-Haul
S25,17,2025-04-28,512,T2,Pier E,38,9.7,7.3,International Long-Haul
S25,17,2025-04-28,513,T2,Pier E,38,9.9,7.1,International Long-Haul
S25,17,2025-04-28,514,T2,Pier E,37,9.4,7.6,International Long-Haul
S25,17,2025-04-28,515,T2,Pier E,41,10.5,6.5,International Long-Haul
S25,17,2025-04-28,601,T1,Remote North,32,2.5,14.5,International Short-Haul
S25,17,2025-04-28,602,T1,Remote North,37,2.9,14.1,International Short-Haul
S25,17,2025-04-28,603,T1,Remote North,33,2.6,14.4,International Short-Haul
S25,17,2025-04-28,604,T1,Remote North,37,2.9,14.1,International Short-Haul
S25,17,2025-04-28,605,T1,Remote North,36,2.8,14.2,International Short-Haul
S25,17,2025-04-28,606,T1,Remote North,33,2.6,14.4,International Short-Haul
S25,17,2025-04-28,607,T1,Remote North,36,2.8,14.2,International Short-Haul
S25,17,2025-04-28,608,T1,Remote North,33,2.6,14.4,International Short-Haul
S25,17,2025-04-28,609,T1,Remote North,33,2.6,14.4,International Short-Haul
S25,17,2025-04-28,610,T1,Remote North,37,2.9,14.1,International Short-Haul
S25,17,2025-04-28,611,T1,Remote North,34,2.7,14.3,International Short-Haul
S25,17,2025-04-28,612,T1,Remote North,34,2.7,14.3,International Short-Haul
S25,17,2025-04-28,613,T1,Remote North,33,2.6,14.4,International Short-Haul
S25,17,2025-04-28,614,T1,Remote North,34,2.7,14.3,International Short-Haul
S25,17,2025-04-28,615,T1,Remote North,37,2.9,14.1,International Short-Haul
S25,17,2025-04-28,616,T1,Remote North,34,2.7,14.3,International Short-Haul
S25,17,2025-04-28,617,T1,Remote North,37,2.9,14.1,International Short-Haul
S25,17,2025-04-28,618,T1,Remote North,37,2.9,14.1,International Short-Haul
S25,17,2025-04-28,619,T1,Remote North,33,2.6,14.4,International Short-Haul
S25,17,2025-04-28,620,T1,Remote North,33,2.6,14.4,International Short-Haul
S25,17,2025-04-28,621,T1,Remote North,37,2.9,14.1,International Short-Haul
S25,17,2025-04-28,701,T1,Remote South,6,1.7,15.3,Cargo
S25,17,2025-04-28,702,T1,Remote South,6,1.6,15.4,Cargo
S25,17,2025-04-28,703,T1,Remote South,6,1.7,15.3,Cargo
S25,17,2025-04-28,704,T1,Remote South,6,1.8,15.2,Cargo
S25,17,2025-04-28,705,T1,Remote South,6,1.8,15.2,Cargo
S25,17,2025-04-28,706,T1,Remote South,6,1.6,15.4,Cargo
S25,17,2025-04-28,707,T1,Remote South,6,1.6,15.4,Cargo
S25,17,2025-04-28,708,T1,Remote South,7,1.9,15.1,Cargo
S25,17,2025-04-28,709,T1,Remote South,6,1.8,15.2,Cargo
S25,17,2025-04-28,710,T1,Remote South,6,1.8,15.2,Cargo
S25,17,2025-04-28,711,T1,Remote South,6,1.8,15.2,Cargo
S25,17,2025-04-28,712,T1,Remote South,6,1.7,15.3,Cargo
S25,18,2025-05-05,101,T1,Pier 1,120,8.6,8.4,International Short-Haul
S25,18,2025-05-05,102,T1,Pier 1,113,8.1,8.9,International Short-Haul
S25,18,2025-05-05,103,T1,Pier 1,111,7.9,9.1,International Short-Haul
S25,18,2025-05-05,104,T1,Pier 1,120,8.6,8.4,International Short-Haul
S25,18,2025-05-05,105,T1,Pier 1,115,8.2,8.8,International Short-Haul
S25,18,2025-05-05,106,T1,Pier 1,125,8.9,8.1,International Short-Haul
S25,18,2025-05-05,107,T1,Pier 1,113,8.1,8.9,International Short-Haul
S25,18,2025-05-05,108,T1,Pier 1,123,8.8,8.2,International Short-Haul
S25,18,2025-05-05,109,T1,Pier 1,123,8.8,8.2,International Short-Haul
S25,18,2025-05-05,110,T1,Pier 1,111,7.9,9.1,International Short-Haul
S25,18,2025-05-05,111,T1,Pier 1,122,8.7,8.3,International Short-Haul
S25,18,2025-05-05,112,T1,Pier 1,115,8.2,8.8,International Short-Haul
S25,18,2025-05-05,113,T1,Pier 1,123,8.8,8.2,International Short-Haul
S25,18,2025-05-05,114,T1,Pier 1,115,8.2,8.8,International Short-Haul
S25,18,2025-05-05,115,T1,Pier 1,120,8.6,8.4,International Short-Haul
S25,18,2025-05-05,116,T1,Pier 1,115,8.2,8.8,International Short-Haul
S25,18,2025-05-05,117,T1,Pier 1,111,7.9,9.1,International Short-Haul
S25,18,2025-05-05,118,T1,Pier 1,111,7.9,9.1,International Short-Haul
S25,18,2025-05-05,119,T1,Pier 1,115,8.2,8.8,International Short-Haul
S25,18,2025-05-05,201,T1,Pier 2,93,7.3,9.7,International Short-Haul
S25,18,2025-05-05,202,T1,Pier 2,90,7.1,9.9,International Short-Haul
S25,18,2025-05-05,203,T1,Pier 2,92,7.2,9.8,International Short-Haul
S25,18,2025-05-05,204,T1,Pier 2,87,6.8,10.2,International Short-Haul
S25,18,2025-05-05,205,T1,Pier 2,89,7,10,International Short-Haul
S25,18,2025-05-05,206,T1,Pier 2,83,6.5,10.5,International Short-Haul
S25,18,2025-05-05,207,T1,Pier 2,94,7.4,9.6,International Short-Haul
S25,18,2025-05-05,208,T1,Pier 2,97,7.6,9.4,International Short-Haul
S25,18,2025-05-05,209,T1,Pier 2,88,6.9,10.1,International Short-Haul
S25,18,2025-05-05,210,T1,Pier 2,83,6.5,10.5,International Short-Haul
S25,18,2025-05-05,211,T1,Pier 2,85,6.7,10.3,International Short-Haul
S25,18,2025-05-05,212,T1,Pier 2,92,7.2,9.8,International Short-Haul
S25,18,2025-05-05,213,T1,Pier 2,90,7.1,9.9,International Short-Haul
S25,18,2025-05-05,214,T1,Pier 2,93,7.3,9.7,International Short-Haul
S25,18,2025-05-05,301,T1,Pier 3,71,6.1,10.9,International Short-Haul
S25,18,2025-05-05,302,T1,Pier 3,77,6.6,10.4,International Short-Haul
S25,18,2025-05-05,303,T1,Pier 3,76,6.5,10.5,International Short-Haul
S25,18,2025-05-05,304,T1,Pier 3,72,6.2,10.8,International Short-Haul
S25,18,2025-05-05,305,T1,Pier 3,75,6.4,10.6,International Short-Haul
S25,18,2025-05-05,306,T1,Pier 3,70,6,11,International Short-Haul
S25,18,2025-05-05,307,T1,Pier 3,74,6.3,10.7,International Short-Haul
S25,18,2025-05-05,308,T1,Pier 3,78,6.7,10.3,International Short-Haul
S25,18,2025-05-05,309,T1,Pier 3,74,6.3,10.7,International Short-Haul
S25,18,2025-05-05,310,T1,Pier 3,78,6.7,10.3,International Short-Haul
S25,18,2025-05-05,311,T1,Pier 3,75,6.4,10.6,International Short-Haul
S25,18,2025-05-05,312,T1,Pier 3,70,6,11,International Short-Haul
S25,18,2025-05-05,313,T1,Pier 3,75,6.4,10.6,International Short-Haul
S25,18,2025-05-05,314,T1,Pier 3,74,6.3,10.7,International Short-Haul
S25,18,2025-05-05,315,T2,Pier 3,72,6.2,10.8,Transatlantic CBP
S25,18,2025-05-05,316,T2,Pier 3,70,6,11,Transatlantic CBP
S25,18,2025-05-05,317,T2,Pier 3,74,6.3,10.7,Transatlantic CBP
S25,18,2025-05-05,318,T2,Pier 3,69,5.9,11.1,Transatlantic CBP
S25,18,2025-05-05,319,T2,Pier 3,69,5.9,11.1,Transatlantic CBP
S25,18,2025-05-05,320,T2,Pier 3,74,6.3,10.7,Transatlantic CBP
S25,18,2025-05-05,321,T2,Pier 3,71,6.1,10.9,Transatlantic CBP
S25,18,2025-05-05,322,T2,Pier 3,79,6.8,10.2,Transatlantic CBP
S25,18,2025-05-05,323,T2,Pier 3,72,6.2,10.8,Transatlantic CBP
S25,18,2025-05-05,401,T2,Pier 4,62,10.7,6.3,Transatlantic CBP
S25,18,2025-05-05,402,T2,Pier 4,60,10.3,6.7,Transatlantic CBP
S25,18,2025-05-05,403,T2,Pier 4,62,10.6,6.4,Transatlantic CBP
S25,18,2025-05-05,404,T2,Pier 4,57,9.8,7.2,Transatlantic CBP
S25,18,2025-05-05,405,T2,Pier 4,64,11,6,Transatlantic CBP
S25,18,2025-05-05,406,T2,Pier 4,60,10.3,6.7,Transatlantic CBP
S25,18,2025-05-05,407,T2,Pier 4,63,10.8,6.2,Transatlantic CBP
S25,18,2025-05-05,408,T2,Pier 4,58,10,7,Transatlantic CBP
S25,18,2025-05-05,409,T2,Pier 4,56,9.6,7.4,Transatlantic CBP
S25,18,2025-05-05,410,T2,Pier 4,61,10.5,6.5,Transatlantic CBP
S25,18,2025-05-05,411,T2,Pier 4,55,9.4,7.6,Transatlantic CBP
S25,18,2025-05-05,412,T2,Pier 4,60,10.2,6.8,Transatlantic CBP
S25,18,2025-05-05,413,T2,Pier 4,57,9.7,7.3,Transatlantic CBP
S25,18,2025-05-05,414,T2,Pier 4,61,10.4,6.6,Transatlantic CBP
S25,18,2025-05-05,415,T2,Pier 4,64,11,6,Transatlantic CBP
S25,18,2025-05-05,416,T2,Pier 4,60,10.2,6.8,Transatlantic CBP
S25,18,2025-05-05,417,T2,Pier 4,63,10.8,6.2,Transatlantic CBP
S25,18,2025-05-05,418,T2,Pier 4,60,10.3,6.7,Transatlantic CBP
S25,18,2025-05-05,419,T2,Pier 4,60,10.2,6.8,Transatlantic CBP
S25,18,2025-05-05,420,T2,Pier 4,64,10.9,6.1,Transatlantic CBP
S25,18,2025-05-05,421,T2,Pier 4,64,10.9,6.1,Transatlantic CBP
S25,18,2025-05-05,422,T2,Pier 4,62,10.7,6.3,Transatlantic CBP
S25,18,2025-05-05,423,T2,Pier 4,58,9.9,7.1,Transatlantic CBP
S25,18,2025-05-05,424,T2,Pier 4,60,10.3,6.7,Transatlantic CBP
S25,18,2025-05-05,425,T2,Pier 4,57,9.8,7.2,Transatlantic CBP
S25,18,2025-05-05,426,T2,Pier 4,59,10.1,6.9,Transatlantic CBP
S25,18,2025-05-05,501,T2,Pier E,41,10.5,6.5,International Long-Haul
S25,18,2025-05-05,502,T2,Pier E,43,11.1,5.9,International Long-Haul
S25,18,2025-05-05,503,T2,Pier E,44,11.2,5.8,International Long-Haul
S25,18,2025-05-05,504,T2,Pier E,40,10.4,6.6,International Long-Haul
S25,18,2025-05-05,505,T2,Pier E,38,9.8,7.2,International Long-Haul
S25,18,2025-05-05,506,T2,Pier E,44,11.2,5.8,International Long-Haul
S25,18,2025-05-05,507,T2,Pier E,39,10,7,International Long-Haul
S25,18,2025-05-05,508,T2,Pier E,42,10.8,6.2,International Long-Haul
S25,18,2025-05-05,509,T2,Pier E,38,9.8,7.2,International Long-Haul
S25,18,2025-05-05,510,T2,Pier E,40,10.4,6.6,International Long-Haul
S25,18,2025-05-05,511,T2,Pier E,44,11.4,5.6,International Long-Haul
S25,18,2025-05-05,512,T2,Pier E,38,9.9,7.1,International Long-Haul
S25,18,2025-05-05,513,T2,Pier E,40,10.4,6.6,International Long-Haul
S25,18,2025-05-05,514,T2,Pier E,40,10.2,6.8,International Long-Haul
S25,18,2025-05-05,515,T2,Pier E,44,11.3,5.7,International Long-Haul
S25,18,2025-05-05,601,T1,Remote North,39,3.1,13.9,International Short-Haul
S25,18,2025-05-05,602,T1,Remote North,36,2.8,14.2,International Short-Haul
S25,18,2025-05-05,603,T1,Remote North,34,2.7,14.3,International Short-Haul
S25,18,2025-05-05,604,T1,Remote North,38,3,14,International Short-Haul
S25,18,2025-05-05,605,T1,Remote North,36,2.8,14.2,International Short-Haul
S25,18,2025-05-05,606,T1,Remote North,38,3,14,International Short-Haul
S25,18,2025-05-05,607,T1,Remote North,34,2.7,14.3,International Short-Haul
S25,18,2025-05-05,608,T1,Remote North,34,2.7,14.3,International Short-Haul
S25,18,2025-05-05,609,T1,Remote North,38,3,14,International Short-Haul
S25,18,2025-05-05,610,T1,Remote North,36,2.8,14.2,International Short-Haul
S25,18,2025-05-05,611,T1,Remote North,39,3.1,13.9,International Short-Haul
S25,18,2025-05-05,612,T1,Remote North,34,2.7,14.3,International Short-Haul
S25,18,2025-05-05,613,T1,Remote North,36,2.8,14.2,International Short-Haul
S25,18,2025-05-05,614,T1,Remote North,39,3.1,13.9,International Short-Haul
S25,18,2025-05-05,615,T1,Remote North,37,2.9,14.1,International Short-Haul
S25,18,2025-05-05,616,T1,Remote North,38,3,14,International Short-Haul
S25,18,2025-05-05,617,T1,Remote North,34,2.7,14.3,International Short-Haul
S25,18,2025-05-05,618,T1,Remote North,37,2.9,14.1,International Short-Haul
S25,18,2025-05-05,619,T1,Remote North,38,3,14,International Short-Haul
S25,18,2025-05-05,620,T1,Remote North,36,2.8,14.2,International Short-Haul
S25,18,2025-05-05,621,T1,Remote North,38,3,14,International Short-Haul
S25,18,2025-05-05,701,T1,Remote South,7,1.9,15.1,Cargo
S25,18,2025-05-05,702,T1,Remote South,6,1.8,15.2,Cargo
S25,18,2025-05-05,703,T1,Remote South,7,1.9,15.1,Cargo
S25,18,2025-05-05,704,T1,Remote South,7,1.9,15.1,Cargo
S25,18,2025-05-05,705,T1,Remote South,6,1.8,15.2,Cargo
S25,18,2025-05-05,706,T1,Remote South,6,1.8,15.2,Cargo
S25,18,2025-05-05,707,T1,Remote South,6,1.8,15.2,Cargo
S25,18,2025-05-05,708,T1,Remote South,6,1.8,15.2,Cargo
S25,18,2025-05-05,709,T1,Remote South,7,1.9,15.1,Cargo
S25,18,2025-05-05,710,T1,Remote South,6,1.8,15.2,Cargo
S25,18,2025-05-05,711,T1,Remote South,7,2,15,Cargo
S25,18,2025-05-05,712,T1,Remote South,6,1.8,15.2,Cargo
S25,19,2025-05-12,101,T1,Pier 1,109,7.8,9.2,International Short-Haul
S25,19,2025-05-12,102,T1,Pier 1,116,8.3,8.7,International Short-Haul
S25,19,2025-05-12,103,T1,Pier 1,112,8,9,International Short-Haul
S25,19,2025-05-12,104,T1,Pier 1,112,8,9,International Short-Haul
S25,19,2025-05-12,105,T1,Pier 1,104,7.4,9.6,International Short-Haul
S25,19,2025-05-12,106,T1,Pier 1,109,7.8,9.2,International Short-Haul
S25,19,2025-05-12,107,T1,Pier 1,108,7.7,9.3,International Short-Haul
S25,19,2025-05-12,108,T1,Pier 1,120,8.6,8.4,International Short-Haul
S25,19,2025-05-12,109,T1,Pier 1,108,7.7,9.3,International Short-Haul
S25,19,2025-05-12,110,T1,Pier 1,118,8.4,8.6,International Short-Haul
S25,19,2025-05-12,111,T1,Pier 1,115,8.2,8.8,International Short-Haul
S25,19,2025-05-12,112,T1,Pier 1,109,7.8,9.2,International Short-Haul
S25,19,2025-05-12,113,T1,Pier 1,112,8,9,International Short-Haul
S25,19,2025-05-12,114,T1,Pier 1,118,8.4,8.6,International Short-Haul
