Season_Code,Week_In_Year,Week_Start,Terminal,Airline,Airline_Name,Flight_Category,Aircraft_Family,Weekly_Movements,Peak_Day_Movements,Avg_Load_Factor_Pct
W24,11,2025-03-17,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,2,89%
W24,11,2025-03-17,T2,AC,Air Canada,Transatlantic CBP,B787,10,2,88%
W24,11,2025-03-17,T2,EK,Emirates,International Long-Haul,B777,16,3,84%
W24,11,2025-03-17,T2,EY,Etihad,International Long-Haul,A330,9,2,85%
W24,11,2025-03-17,T1,5X,UPS,Cargo,B767,8,1,nan%
W24,11,2025-03-17,T1,FX,FedEx,Cargo,A320,6,1,nan%
W24,12,2025-03-24,T1,FR,Ryanair,International Short-Haul,B737,1065,189,83%
W24,12,2025-03-24,T1,FR,Ryanair,International Short-Haul,A320,77,14,81%
W24,12,2025-03-24,T1,FR,Ryanair,Domestic,B737,52,9,71%
W24,12,2025-03-24,T2,EI,Aer Lingus,International Short-Haul,A320,334,60,83%
W24,12,2025-03-24,T2,EI,Aer Lingus,Transatlantic CBP,A330,124,23,87%
W24,12,2025-03-24,T2,EI,Aer Lingus,Transatlantic CBP,B787,61,11,88%
W24,12,2025-03-24,T2,EI,Aer Lingus,International Long-Haul,A330,14,2,83%
W24,12,2025-03-24,T2,RE,Aer Lingus Regional,Domestic,ATR72,129,24,71%
W24,12,2025-03-24,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,81,15,82%
W24,12,2025-03-24,T2,BA,British Airways,International Short-Haul,A320,79,15,81%
W24,12,2025-03-24,T2,BA,British Airways,International Short-Haul,E-Jet,62,11,81%
W24,12,2025-03-24,T1,LH,Lufthansa,International Short-Haul,A320,48,9,83%
W24,12,2025-03-24,T1,AF,Air France,International Short-Haul,A320,46,8,83%
W24,12,2025-03-24,T1,KL,KLM,International Short-Haul,A320,46,8,82%
W24,12,2025-03-24,T1,IB,Iberia,International Short-Haul,A320,27,5,84%
W24,12,2025-03-24,T1,VY,Vueling,International Short-Haul,A320,25,5,84%
W24,12,2025-03-24,T1,OS,Austrian,International Short-Haul,A320,14,3,84%
W24,12,2025-03-24,T1,SK,SAS,International Short-Haul,A320,14,3,82%
W24,12,2025-03-24,T1,AY,Finnair,International Short-Haul,A320,12,2,84%
W24,12,2025-03-24,T1,TK,Turkish Airlines,International Long-Haul,A320,21,4,86%
W24,12,2025-03-24,T1,U2,easyJet,International Short-Haul,A320,59,11,81%
W24,12,2025-03-24,T1,W6,Wizz Air,International Short-Haul,A320,51,9,81%
W24,12,2025-03-24,T2,AA,American Airlines,Transatlantic CBP,B787,31,6,88%
W24,12,2025-03-24,T2,UA,United Airlines,Transatlantic CBP,B787,16,3,88%
W24,12,2025-03-24,T2,DL,Delta Air Lines,Transatlantic CBP,A330,8,1,88%
W24,12,2025-03-24,T2,AC,Air Canada,Transatlantic CBP,B787,8,2,89%
W24,12,2025-03-24,T2,EK,Emirates,International Long-Haul,B777,14,2,86%
W24,12,2025-03-24,T2,EY,Etihad,International Long-Haul,A330,7,1,84%
W24,12,2025-03-24,T1,5X,UPS,Cargo,B767,7,1,nan%
W24,12,2025-03-24,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,13,2025-03-31,T1,FR,Ryanair,International Short-Haul,B737,1133,199,83%
S25,13,2025-03-31,T1,FR,Ryanair,International Short-Haul,A320,78,15,85%
S25,13,2025-03-31,T1,FR,Ryanair,Domestic,B737,59,10,70%
S25,13,2025-03-31,T2,EI,Aer Lingus,International Short-Haul,A320,373,64,81%
S25,13,2025-03-31,T2,EI,Aer Lingus,Transatlantic CBP,A330,130,22,88%
S25,13,2025-03-31,T2,EI,Aer Lingus,Transatlantic CBP,B787,64,11,87%
S25,13,2025-03-31,T2,EI,Aer Lingus,International Long-Haul,A330,16,3,84%
S25,13,2025-03-31,T2,RE,Aer Lingus Regional,Domestic,ATR72,133,23,72%
S25,13,2025-03-31,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,89,15,82%
S25,13,2025-03-31,T2,BA,British Airways,International Short-Haul,A320,90,17,83%
S25,13,2025-03-31,T2,BA,British Airways,International Short-Haul,E-Jet,63,11,85%
S25,13,2025-03-31,T1,LH,Lufthansa,International Short-Haul,A320,49,9,83%
S25,13,2025-03-31,T1,AF,Air France,International Short-Haul,A320,47,8,82%
S25,13,2025-03-31,T1,KL,KLM,International Short-Haul,A320,45,8,81%
S25,13,2025-03-31,T1,IB,Iberia,International Short-Haul,A320,30,5,81%
S25,13,2025-03-31,T1,VY,Vueling,International Short-Haul,A320,28,5,84%
S25,13,2025-03-31,T1,OS,Austrian,International Short-Haul,A320,16,3,82%
S25,13,2025-03-31,T1,SK,SAS,International Short-Haul,A320,16,3,81%
S25,13,2025-03-31,T1,AY,Finnair,International Short-Haul,A320,12,2,82%
S25,13,2025-03-31,T1,TK,Turkish Airlines,International Long-Haul,A320,22,4,85%
S25,13,2025-03-31,T1,U2,easyJet,International Short-Haul,A320,60,11,82%
S25,13,2025-03-31,T1,W6,Wizz Air,International Short-Haul,A320,51,10,85%
S25,13,2025-03-31,T2,AA,American Airlines,Transatlantic CBP,B787,35,7,89%
S25,13,2025-03-31,T2,UA,United Airlines,Transatlantic CBP,B787,17,3,88%
S25,13,2025-03-31,T2,DL,Delta Air Lines,Transatlantic CBP,A330,8,1,90%
S25,13,2025-03-31,T2,AC,Air Canada,Transatlantic CBP,B787,8,1,88%
S25,13,2025-03-31,T2,EK,Emirates,International Long-Haul,B777,15,2,86%
S25,13,2025-03-31,T2,EY,Etihad,International Long-Haul,A330,7,1,85%
S25,13,2025-03-31,T1,5X,UPS,Cargo,B767,7,1,nan%
S25,13,2025-03-31,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,14,2025-04-07,T1,FR,Ryanair,International Short-Haul,B737,1101,209,84%
S25,14,2025-04-07,T1,FR,Ryanair,International Short-Haul,A320,80,15,84%
S25,14,2025-04-07,T1,FR,Ryanair,Domestic,B737,60,11,72%
S25,14,2025-04-07,T2,EI,Aer Lingus,International Short-Haul,A320,379,69,84%
S25,14,2025-04-07,T2,EI,Aer Lingus,Transatlantic CBP,A330,130,25,90%
S25,14,2025-04-07,T2,EI,Aer Lingus,Transatlantic CBP,B787,64,12,87%
S25,14,2025-04-07,T2,EI,Aer Lingus,International Long-Haul,A330,15,3,83%
S25,14,2025-04-07,T2,RE,Aer Lingus Regional,Domestic,ATR72,138,26,71%
S25,14,2025-04-07,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,84,14,83%
S25,14,2025-04-07,T2,BA,British Airways,International Short-Haul,A320,92,17,82%
S25,14,2025-04-07,T2,BA,British Airways,International Short-Haul,E-Jet,65,12,84%
S25,14,2025-04-07,T1,LH,Lufthansa,International Short-Haul,A320,49,9,83%
S25,14,2025-04-07,T1,AF,Air France,International Short-Haul,A320,49,9,83%
S25,14,2025-04-07,T1,KL,KLM,International Short-Haul,A320,49,8,85%
S25,14,2025-04-07,T1,IB,Iberia,International Short-Haul,A320,30,5,82%
S25,14,2025-04-07,T1,VY,Vueling,International Short-Haul,A320,28,5,83%
S25,14,2025-04-07,T1,OS,Austrian,International Short-Haul,A320,15,3,81%
S25,14,2025-04-07,T1,SK,SAS,International Short-Haul,A320,16,3,85%
S25,14,2025-04-07,T1,AY,Finnair,International Short-Haul,A320,12,2,84%
S25,14,2025-04-07,T1,TK,Turkish Airlines,International Long-Haul,A320,22,4,84%
S25,14,2025-04-07,T1,U2,easyJet,International Short-Haul,A320,64,12,84%
S25,14,2025-04-07,T1,W6,Wizz Air,International Short-Haul,A320,54,9,85%
S25,14,2025-04-07,T2,AA,American Airlines,Transatlantic CBP,B787,34,6,87%
S25,14,2025-04-07,T2,UA,United Airlines,Transatlantic CBP,B787,18,3,88%
S25,14,2025-04-07,T2,DL,Delta Air Lines,Transatlantic CBP,A330,8,1,89%
S25,14,2025-04-07,T2,AC,Air Canada,Transatlantic CBP,B787,8,2,87%
S25,14,2025-04-07,T2,EK,Emirates,International Long-Haul,B777,15,3,85%
S25,14,2025-04-07,T2,EY,Etihad,International Long-Haul,A330,8,1,84%
S25,14,2025-04-07,T1,5X,UPS,Cargo,B767,7,1,nan%
S25,14,2025-04-07,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,15,2025-04-14,T1,FR,Ryanair,International Short-Haul,B737,1251,207,85%
S25,15,2025-04-14,T1,FR,Ryanair,International Short-Haul,A320,88,17,84%
S25,15,2025-04-14,T1,FR,Ryanair,Domestic,B737,70,12,73%
S25,15,2025-04-14,T2,EI,Aer Lingus,International Short-Haul,A320,437,81,85%
S25,15,2025-04-14,T2,EI,Aer Lingus,Transatlantic CBP,A330,158,29,88%
S25,15,2025-04-14,T2,EI,Aer Lingus,Transatlantic CBP,B787,73,14,90%
S25,15,2025-04-14,T2,EI,Aer Lingus,International Long-Haul,A330,18,3,84%
S25,15,2025-04-14,T2,RE,Aer Lingus Regional,Domestic,ATR72,147,27,72%
S25,15,2025-04-14,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,98,17,82%
S25,15,2025-04-14,T2,BA,British Airways,International Short-Haul,A320,102,18,85%
S25,15,2025-04-14,T2,BA,British Airways,International Short-Haul,E-Jet,71,13,82%
S25,15,2025-04-14,T1,LH,Lufthansa,International Short-Haul,A320,56,10,84%
S25,15,2025-04-14,T1,AF,Air France,International Short-Haul,A320,54,9,85%
S25,15,2025-04-14,T1,KL,KLM,International Short-Haul,A320,56,10,82%
S25,15,2025-04-14,T1,IB,Iberia,International Short-Haul,A320,34,6,83%
S25,15,2025-04-14,T1,VY,Vueling,International Short-Haul,A320,33,6,84%
S25,15,2025-04-14,T1,OS,Austrian,International Short-Haul,A320,18,3,84%
S25,15,2025-04-14,T1,SK,SAS,International Short-Haul,A320,17,3,84%
S25,15,2025-04-14,T1,AY,Finnair,International Short-Haul,A320,13,2,82%
S25,15,2025-04-14,T1,TK,Turkish Airlines,International Long-Haul,A320,25,4,84%
S25,15,2025-04-14,T1,U2,easyJet,International Short-Haul,A320,73,13,85%
S25,15,2025-04-14,T1,W6,Wizz Air,International Short-Haul,A320,60,10,82%
S25,15,2025-04-14,T2,AA,American Airlines,Transatlantic CBP,B787,40,7,88%
S25,15,2025-04-14,T2,UA,United Airlines,Transatlantic CBP,B787,20,3,90%
S25,15,2025-04-14,T2,DL,Delta Air Lines,Transatlantic CBP,A330,10,2,91%
S25,15,2025-04-14,T2,AC,Air Canada,Transatlantic CBP,B787,10,2,91%
S25,15,2025-04-14,T2,EK,Emirates,International Long-Haul,B777,17,3,86%
S25,15,2025-04-14,T2,EY,Etihad,International Long-Haul,A330,9,2,87%
S25,15,2025-04-14,T1,5X,UPS,Cargo,B767,8,1,nan%
S25,15,2025-04-14,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,16,2025-04-21,T1,FR,Ryanair,International Short-Haul,B737,1177,199,85%
S25,16,2025-04-21,T1,FR,Ryanair,International Short-Haul,A320,82,16,83%
S25,16,2025-04-21,T1,FR,Ryanair,Domestic,B737,60,11,72%
S25,16,2025-04-21,T2,EI,Aer Lingus,International Short-Haul,A320,399,72,84%
S25,16,2025-04-21,T2,EI,Aer Lingus,Transatlantic CBP,A330,140,27,91%
S25,16,2025-04-21,T2,EI,Aer Lingus,Transatlantic CBP,B787,73,12,90%
S25,16,2025-04-21,T2,EI,Aer Lingus,International Long-Haul,A330,15,2,84%
S25,16,2025-04-21,T2,RE,Aer Lingus Regional,Domestic,ATR72,142,27,72%
S25,16,2025-04-21,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,97,17,83%
S25,16,2025-04-21,T2,BA,British Airways,International Short-Haul,A320,93,18,82%
S25,16,2025-04-21,T2,BA,British Airways,International Short-Haul,E-Jet,71,13,83%
S25,16,2025-04-21,T1,LH,Lufthansa,International Short-Haul,A320,56,10,85%
S25,16,2025-04-21,T1,AF,Air France,International Short-Haul,A320,52,9,83%
S25,16,2025-04-21,T1,KL,KLM,International Short-Haul,A320,51,10,82%
S25,16,2025-04-21,T1,IB,Iberia,International Short-Haul,A320,32,6,84%
S25,16,2025-04-21,T1,VY,Vueling,International Short-Haul,A320,28,5,85%
S25,16,2025-04-21,T1,OS,Austrian,International Short-Haul,A320,16,3,85%
S25,16,2025-04-21,T1,SK,SAS,International Short-Haul,A320,16,3,83%
S25,16,2025-04-21,T1,AY,Finnair,International Short-Haul,A320,12,2,83%
S25,16,2025-04-21,T1,TK,Turkish Airlines,International Long-Haul,A320,24,4,86%
S25,16,2025-04-21,T1,U2,easyJet,International Short-Haul,A320,66,12,85%
S25,16,2025-04-21,T1,W6,Wizz Air,International Short-Haul,A320,56,10,83%
S25,16,2025-04-21,T2,AA,American Airlines,Transatlantic CBP,B787,38,6,91%
S25,16,2025-04-21,T2,UA,United Airlines,Transatlantic CBP,B787,18,3,88%
S25,16,2025-04-21,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,2,89%
S25,16,2025-04-21,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,88%
S25,16,2025-04-21,T2,EK,Emirates,International Long-Haul,B777,16,3,84%
S25,16,2025-04-21,T2,EY,Etihad,International Long-Haul,A330,8,1,86%
S25,16,2025-04-21,T1,5X,UPS,Cargo,B767,7,1,nan%
S25,16,2025-04-21,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,17,2025-04-28,T1,FR,Ryanair,International Short-Haul,B737,1160,219,82%
S25,17,2025-04-28,T1,FR,Ryanair,International Short-Haul,A320,77,13,81%
S25,17,2025-04-28,T1,FR,Ryanair,Domestic,B737,60,11,69%
S25,17,2025-04-28,T2,EI,Aer Lingus,International Short-Haul,A320,366,65,85%
S25,17,2025-04-28,T2,EI,Aer Lingus,Transatlantic CBP,A330,135,24,87%
S25,17,2025-04-28,T2,EI,Aer Lingus,Transatlantic CBP,B787,66,13,91%
S25,17,2025-04-28,T2,EI,Aer Lingus,International Long-Haul,A330,15,3,86%
S25,17,2025-04-28,T2,RE,Aer Lingus Regional,Domestic,ATR72,141,25,71%
S25,17,2025-04-28,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,90,17,82%
S25,17,2025-04-28,T2,BA,British Airways,International Short-Haul,A320,86,15,84%
S25,17,2025-04-28,T2,BA,British Airways,International Short-Haul,E-Jet,63,12,85%
S25,17,2025-04-28,T1,LH,Lufthansa,International Short-Haul,A320,50,9,83%
S25,17,2025-04-28,T1,AF,Air France,International Short-Haul,A320,50,8,84%
S25,17,2025-04-28,T1,KL,KLM,International Short-Haul,A320,50,10,84%
S25,17,2025-04-28,T1,IB,Iberia,International Short-Haul,A320,30,5,84%
S25,17,2025-04-28,T1,VY,Vueling,International Short-Haul,A320,28,5,85%
S25,17,2025-04-28,T1,OS,Austrian,International Short-Haul,A320,16,3,82%
S25,17,2025-04-28,T1,SK,SAS,International Short-Haul,A320,16,3,84%
S25,17,2025-04-28,T1,AY,Finnair,International Short-Haul,A320,12,2,85%
S25,17,2025-04-28,T1,TK,Turkish Airlines,International Long-Haul,A320,22,4,85%
S25,17,2025-04-28,T1,U2,easyJet,International Short-Haul,A320,67,13,83%
S25,17,2025-04-28,T1,W6,Wizz Air,International Short-Haul,A320,56,11,83%
S25,17,2025-04-28,T2,AA,American Airlines,Transatlantic CBP,B787,34,6,90%
S25,17,2025-04-28,T2,UA,United Airlines,Transatlantic CBP,B787,18,3,89%
S25,17,2025-04-28,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,2,89%
S25,17,2025-04-28,T2,AC,Air Canada,Transatlantic CBP,B787,8,1,88%
S25,17,2025-04-28,T2,EK,Emirates,International Long-Haul,B777,15,3,85%
S25,17,2025-04-28,T2,EY,Etihad,International Long-Haul,A330,8,1,84%
S25,17,2025-04-28,T1,5X,UPS,Cargo,B767,7,1,nan%
S25,17,2025-04-28,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,18,2025-05-05,T1,FR,Ryanair,International Short-Haul,B737,1234,219,83%
S25,18,2025-05-05,T1,FR,Ryanair,International Short-Haul,A320,88,16,83%
S25,18,2025-05-05,T1,FR,Ryanair,Domestic,B737,60,10,71%
S25,18,2025-05-05,T2,EI,Aer Lingus,International Short-Haul,A320,399,72,84%
S25,18,2025-05-05,T2,EI,Aer Lingus,Transatlantic CBP,A330,147,27,91%
S25,18,2025-05-05,T2,EI,Aer Lingus,Transatlantic CBP,B787,74,14,88%
S25,18,2025-05-05,T2,EI,Aer Lingus,International Long-Haul,A330,16,3,86%
S25,18,2025-05-05,T2,RE,Aer Lingus Regional,Domestic,ATR72,150,26,73%
S25,18,2025-05-05,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,91,17,83%
S25,18,2025-05-05,T2,BA,British Airways,International Short-Haul,A320,92,16,83%
S25,18,2025-05-05,T2,BA,British Airways,International Short-Haul,E-Jet,67,12,85%
S25,18,2025-05-05,T1,LH,Lufthansa,International Short-Haul,A320,55,10,84%
S25,18,2025-05-05,T1,AF,Air France,International Short-Haul,A320,52,9,83%
S25,18,2025-05-05,T1,KL,KLM,International Short-Haul,A320,49,8,84%
S25,18,2025-05-05,T1,IB,Iberia,International Short-Haul,A320,31,6,84%
S25,18,2025-05-05,T1,VY,Vueling,International Short-Haul,A320,29,5,83%
S25,18,2025-05-05,T1,OS,Austrian,International Short-Haul,A320,18,3,85%
S25,18,2025-05-05,T1,SK,SAS,International Short-Haul,A320,17,3,84%
S25,18,2025-05-05,T1,AY,Finnair,International Short-Haul,A320,13,2,85%
S25,18,2025-05-05,T1,TK,Turkish Airlines,International Long-Haul,A320,25,4,84%
S25,18,2025-05-05,T1,U2,easyJet,International Short-Haul,A320,70,12,85%
S25,18,2025-05-05,T1,W6,Wizz Air,International Short-Haul,A320,61,11,82%
S25,18,2025-05-05,T2,AA,American Airlines,Transatlantic CBP,B787,38,7,91%
S25,18,2025-05-05,T2,UA,United Airlines,Transatlantic CBP,B787,18,3,88%
S25,18,2025-05-05,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,2,90%
S25,18,2025-05-05,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,91%
S25,18,2025-05-05,T2,EK,Emirates,International Long-Haul,B777,16,3,84%
S25,18,2025-05-05,T2,EY,Etihad,International Long-Haul,A330,8,1,86%
S25,18,2025-05-05,T1,5X,UPS,Cargo,B767,7,1,nan%
S25,18,2025-05-05,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,19,2025-05-12,T1,FR,Ryanair,International Short-Haul,B737,1230,207,84%
S25,19,2025-05-12,T1,FR,Ryanair,International Short-Haul,A320,81,14,84%
S25,19,2025-05-12,T1,FR,Ryanair,Domestic,B737,62,12,70%
S25,19,2025-05-12,T2,EI,Aer Lingus,International Short-Haul,A320,372,69,83%
S25,19,2025-05-12,T2,EI,Aer Lingus,Transatlantic CBP,A330,137,23,88%
S25,19,2025-05-12,T2,EI,Aer Lingus,Transatlantic CBP,B787,73,12,88%
S25,19,2025-05-12,T2,EI,Aer Lingus,International Long-Haul,A330,15,3,83%
S25,19,2025-05-12,T2,RE,Aer Lingus Regional,Domestic,ATR72,139,23,72%
S25,19,2025-05-12,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,89,16,85%
S25,19,2025-05-12,T2,BA,British Airways,International Short-Haul,A320,93,17,82%
S25,19,2025-05-12,T2,BA,British Airways,International Short-Haul,E-Jet,65,12,85%
S25,19,2025-05-12,T1,LH,Lufthansa,International Short-Haul,A320,54,10,84%
S25,19,2025-05-12,T1,AF,Air France,International Short-Haul,A320,49,8,83%
S25,19,2025-05-12,T1,KL,KLM,International Short-Haul,A320,51,9,84%
S25,19,2025-05-12,T1,IB,Iberia,International Short-Haul,A320,30,5,82%
S25,19,2025-05-12,T1,VY,Vueling,International Short-Haul,A320,28,5,83%
S25,19,2025-05-12,T1,OS,Austrian,International Short-Haul,A320,17,3,85%
S25,19,2025-05-12,T1,SK,SAS,International Short-Haul,A320,16,3,82%
S25,19,2025-05-12,T1,AY,Finnair,International Short-Haul,A320,13,2,83%
S25,19,2025-05-12,T1,TK,Turkish Airlines,International Long-Haul,A320,24,4,86%
S25,19,2025-05-12,T1,U2,easyJet,International Short-Haul,A320,64,12,82%
S25,19,2025-05-12,T1,W6,Wizz Air,International Short-Haul,A320,58,11,84%
S25,19,2025-05-12,T2,AA,American Airlines,Transatlantic CBP,B787,34,6,88%
S25,19,2025-05-12,T2,UA,United Airlines,Transatlantic CBP,B787,18,3,91%
S25,19,2025-05-12,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,2,89%
S25,19,2025-05-12,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,89%
S25,19,2025-05-12,T2,EK,Emirates,International Long-Haul,B777,16,3,87%
S25,19,2025-05-12,T2,EY,Etihad,International Long-Haul,A330,8,1,87%
S25,19,2025-05-12,T1,5X,UPS,Cargo,B767,7,1,nan%
S25,19,2025-05-12,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,20,2025-05-19,T1,FR,Ryanair,International Short-Haul,B737,1240,232,84%
S25,20,2025-05-19,T1,FR,Ryanair,International Short-Haul,A320,82,14,83%
S25,20,2025-05-19,T1,FR,Ryanair,Domestic,B737,60,11,71%
S25,20,2025-05-19,T2,EI,Aer Lingus,International Short-Haul,A320,414,76,85%
S25,20,2025-05-19,T2,EI,Aer Lingus,Transatlantic CBP,A330,138,26,91%
S25,20,2025-05-19,T2,EI,Aer Lingus,Transatlantic CBP,B787,71,13,90%
S25,20,2025-05-19,T2,EI,Aer Lingus,International Long-Haul,A330,15,3,85%
S25,20,2025-05-19,T2,RE,Aer Lingus Regional,Domestic,ATR72,136,24,70%
S25,20,2025-05-19,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,89,15,85%
S25,20,2025-05-19,T2,BA,British Airways,International Short-Haul,A320,94,18,83%
S25,20,2025-05-19,T2,BA,British Airways,International Short-Haul,E-Jet,66,12,83%
S25,20,2025-05-19,T1,LH,Lufthansa,International Short-Haul,A320,52,9,82%
S25,20,2025-05-19,T1,AF,Air France,International Short-Haul,A320,51,9,82%
S25,20,2025-05-19,T1,KL,KLM,International Short-Haul,A320,48,9,83%
S25,20,2025-05-19,T1,IB,Iberia,International Short-Haul,A320,30,6,82%
S25,20,2025-05-19,T1,VY,Vueling,International Short-Haul,A320,30,6,82%
S25,20,2025-05-19,T1,OS,Austrian,International Short-Haul,A320,16,3,83%
S25,20,2025-05-19,T1,SK,SAS,International Short-Haul,A320,16,3,82%
S25,20,2025-05-19,T1,AY,Finnair,International Short-Haul,A320,12,2,85%
S25,20,2025-05-19,T1,TK,Turkish Airlines,International Long-Haul,A320,24,4,86%
S25,20,2025-05-19,T1,U2,easyJet,International Short-Haul,A320,68,12,82%
S25,20,2025-05-19,T1,W6,Wizz Air,International Short-Haul,A320,59,10,82%
S25,20,2025-05-19,T2,AA,American Airlines,Transatlantic CBP,B787,36,6,91%
S25,20,2025-05-19,T2,UA,United Airlines,Transatlantic CBP,B787,19,4,87%
S25,20,2025-05-19,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,2,87%
S25,20,2025-05-19,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,88%
S25,20,2025-05-19,T2,EK,Emirates,International Long-Haul,B777,16,3,83%
S25,20,2025-05-19,T2,EY,Etihad,International Long-Haul,A330,8,2,87%
S25,20,2025-05-19,T1,5X,UPS,Cargo,B767,8,1,nan%
S25,20,2025-05-19,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,21,2025-05-26,T1,FR,Ryanair,International Short-Haul,B737,1202,226,82%
S25,21,2025-05-26,T1,FR,Ryanair,International Short-Haul,A320,84,14,83%
S25,21,2025-05-26,T1,FR,Ryanair,Domestic,B737,64,11,71%
S25,21,2025-05-26,T2,EI,Aer Lingus,International Short-Haul,A320,395,70,85%
S25,21,2025-05-26,T2,EI,Aer Lingus,Transatlantic CBP,A330,150,29,91%
S25,21,2025-05-26,T2,EI,Aer Lingus,Transatlantic CBP,B787,71,13,89%
S25,21,2025-05-26,T2,EI,Aer Lingus,International Long-Haul,A330,16,3,84%
S25,21,2025-05-26,T2,RE,Aer Lingus Regional,Domestic,ATR72,149,26,72%
S25,21,2025-05-26,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,96,18,84%
S25,21,2025-05-26,T2,BA,British Airways,International Short-Haul,A320,96,16,83%
S25,21,2025-05-26,T2,BA,British Airways,International Short-Haul,E-Jet,66,12,83%
S25,21,2025-05-26,T1,LH,Lufthansa,International Short-Haul,A320,56,9,82%
S25,21,2025-05-26,T1,AF,Air France,International Short-Haul,A320,51,8,82%
S25,21,2025-05-26,T1,KL,KLM,International Short-Haul,A320,48,9,84%
S25,21,2025-05-26,T1,IB,Iberia,International Short-Haul,A320,31,5,83%
S25,21,2025-05-26,T1,VY,Vueling,International Short-Haul,A320,30,5,82%
S25,21,2025-05-26,T1,OS,Austrian,International Short-Haul,A320,16,3,84%
S25,21,2025-05-26,T1,SK,SAS,International Short-Haul,A320,17,3,81%
S25,21,2025-05-26,T1,AY,Finnair,International Short-Haul,A320,12,2,83%
S25,21,2025-05-26,T1,TK,Turkish Airlines,International Long-Haul,A320,25,5,85%
S25,21,2025-05-26,T1,U2,easyJet,International Short-Haul,A320,66,11,84%
S25,21,2025-05-26,T1,W6,Wizz Air,International Short-Haul,A320,59,11,84%
S25,21,2025-05-26,T2,AA,American Airlines,Transatlantic CBP,B787,35,7,91%
S25,21,2025-05-26,T2,UA,United Airlines,Transatlantic CBP,B787,18,3,90%
S25,21,2025-05-26,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,2,91%
S25,21,2025-05-26,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,89%
S25,21,2025-05-26,T2,EK,Emirates,International Long-Haul,B777,17,3,85%
S25,21,2025-05-26,T2,EY,Etihad,International Long-Haul,A330,8,1,86%
S25,21,2025-05-26,T1,5X,UPS,Cargo,B767,8,1,nan%
S25,21,2025-05-26,T1,FX,FedEx,Cargo,A320,5,1,nan%
S25,22,2025-06-02,T1,FR,Ryanair,International Short-Haul,B737,1314,240,83%
S25,22,2025-06-02,T1,FR,Ryanair,International Short-Haul,A320,91,17,85%
S25,22,2025-06-02,T1,FR,Ryanair,Domestic,B737,68,12,73%
S25,22,2025-06-02,T2,EI,Aer Lingus,International Short-Haul,A320,416,78,85%
S25,22,2025-06-02,T2,EI,Aer Lingus,Transatlantic CBP,A330,155,28,89%
S25,22,2025-06-02,T2,EI,Aer Lingus,Transatlantic CBP,B787,76,15,92%
S25,22,2025-06-02,T2,EI,Aer Lingus,International Long-Haul,A330,16,3,84%
S25,22,2025-06-02,T2,RE,Aer Lingus Regional,Domestic,ATR72,153,29,71%
S25,22,2025-06-02,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,99,19,85%
S25,22,2025-06-02,T2,BA,British Airways,International Short-Haul,A320,99,18,84%
S25,22,2025-06-02,T2,BA,British Airways,International Short-Haul,E-Jet,70,13,85%
S25,22,2025-06-02,T1,LH,Lufthansa,International Short-Haul,A320,59,11,85%
S25,22,2025-06-02,T1,AF,Air France,International Short-Haul,A320,51,9,82%
S25,22,2025-06-02,T1,KL,KLM,International Short-Haul,A320,51,9,86%
S25,22,2025-06-02,T1,IB,Iberia,International Short-Haul,A320,32,6,85%
S25,22,2025-06-02,T1,VY,Vueling,International Short-Haul,A320,30,5,85%
S25,22,2025-06-02,T1,OS,Austrian,International Short-Haul,A320,18,3,83%
S25,22,2025-06-02,T1,SK,SAS,International Short-Haul,A320,18,3,82%
S25,22,2025-06-02,T1,AY,Finnair,International Short-Haul,A320,14,2,85%
S25,22,2025-06-02,T1,TK,Turkish Airlines,International Long-Haul,A320,25,5,85%
